dispatch_id,order_id,dispatch_date,days_late,delay_reason
DSP-2023-00455,SO-2023-00455,2023-04-23,-2,
DSP-2023-00456,SO-2023-00456,2023-04-16,-1,
DSP-2023-00457,SO-2023-00457,2023-05-17,1,Customer reschedule
DSP-2023-00458,SO-2023-00458,2023-04-24,1,Material shortage
DSP-2023-00459,SO-2023-00459,2023-05-19,2,Customer reschedule
DSP-2023-00460,SO-2023-00460,2023-05-16,1,Logistics scheduling
DSP-2023-00461,SO-2023-00461,2023-04-22,-2,
DSP-2023-00462,SO-2023-00462,2023-04-25,-2,
DSP-2023-00463,SO-2023-00463,2023-04-08,-2,
DSP-2023-00464,SO-2023-00464,2023-04-17,0,
DSP-2023-00465,SO-2023-00465,2023-05-13,-2,
DSP-2023-00466,SO-2023-00466,2023-04-26,-2,
DSP-2023-00467,SO-2023-00467,2023-04-29,-1,
DSP-2023-00468,SO-2023-00468,2023-05-07,-2,
DSP-2023-00469,SO-2023-00469,2023-05-04,-1,
DSP-2023-00470,SO-2023-00470,2023-05-11,0,
DSP-2023-00471,SO-2023-00471,2023-05-04,0,
DSP-2023-00472,SO-2023-00472,2023-05-16,0,
DSP-2023-00473,SO-2023-00473,2023-05-12,1,Production backlog
DSP-2023-00474,SO-2023-00474,2023-05-01,0,
DSP-2023-00475,SO-2023-00475,2023-04-21,-2,
DSP-2023-00476,SO-2023-00476,2023-05-02,0,
DSP-2023-00477,SO-2023-00477,2023-04-21,2,Material shortage
DSP-2023-00478,SO-2023-00478,2023-04-11,0,
DSP-2023-00479,SO-2023-00479,2023-05-21,-1,
DSP-2023-00480,SO-2023-00480,2023-05-01,7,Logistics scheduling
DSP-2023-00481,SO-2023-00481,2023-05-10,-2,
DSP-2023-00482,SO-2023-00482,2023-05-01,-1,
DSP-2023-00483,SO-2023-00483,2023-04-28,0,
DSP-2023-00484,SO-2023-00484,2023-05-05,0,
DSP-2023-00485,SO-2023-00485,2023-04-21,-1,
DSP-2023-00486,SO-2023-00486,2023-04-24,0,
DSP-2023-00487,SO-2023-00487,2023-05-02,-1,
DSP-2023-00488,SO-2023-00488,2023-04-17,0,
DSP-2023-00489,SO-2023-00489,2023-04-30,-1,
DSP-2023-00490,SO-2023-00490,2023-04-16,0,
DSP-2023-00491,SO-2023-00491,2023-05-13,5,Packaging delay
DSP-2023-00492,SO-2023-00492,2023-05-04,0,
DSP-2023-00493,SO-2023-00493,2023-04-13,1,Customer reschedule
DSP-2023-00494,SO-2023-00494,2023-04-23,-1,
DSP-2023-00495,SO-2023-00495,2023-05-07,-2,
DSP-2023-00496,SO-2023-00496,2023-05-16,-1,
DSP-2023-00497,SO-2023-00497,2023-05-01,-1,
DSP-2023-00498,SO-2023-00498,2023-04-29,0,
DSP-2023-00499,SO-2023-00499,2023-05-15,2,Production backlog
DSP-2023-00500,SO-2023-00500,2023-04-28,0,
DSP-2023-00501,SO-2023-00501,2023-04-22,-2,
DSP-2023-00502,SO-2023-00502,2023-04-25,-1,
DSP-2023-00503,SO-2023-00503,2023-04-21,0,
DSP-2023-00504,SO-2023-00504,2023-04-27,-2,
DSP-2023-00505,SO-2023-00505,2023-05-01,-2,
DSP-2023-00506,SO-2023-00506,2023-05-04,-1,
DSP-2023-00507,SO-2023-00507,2023-04-29,1,Material shortage
DSP-2023-00508,SO-2023-00508,2023-05-12,-2,
DSP-2023-00509,SO-2023-00509,2023-04-30,-2,
DSP-2023-00510,SO-2023-00510,2023-05-05,-2,
DSP-2023-00511,SO-2023-00511,2023-05-12,3,QC hold
DSP-2023-00512,SO-2023-00512,2023-05-03,0,
DSP-2023-00513,SO-2023-00513,2023-04-17,-2,
DSP-2023-00514,SO-2023-00514,2023-04-24,-1,
DSP-2023-00515,SO-2023-00515,2023-04-26,0,
DSP-2023-00516,SO-2023-00516,2023-05-10,-2,
DSP-2023-00517,SO-2023-00517,2023-05-14,-1,
DSP-2023-00518,SO-2023-00518,2023-04-25,-1,
DSP-2023-00519,SO-2023-00519,2023-04-30,-1,
DSP-2023-00520,SO-2023-00520,2023-04-23,0,
DSP-2023-00521,SO-2023-00521,2023-05-09,0,
DSP-2023-00522,SO-2023-00522,2023-05-04,-2,
DSP-2023-00523,SO-2023-00523,2023-05-05,-2,
DSP-2023-00524,SO-2023-00524,2023-04-18,5,Packaging delay
DSP-2023-00525,SO-2023-00525,2023-05-03,-2,
DSP-2023-00526,SO-2023-00526,2023-04-19,-2,
DSP-2023-00527,SO-2023-00527,2023-04-27,-1,
DSP-2023-00528,SO-2023-00528,2023-05-20,6,Customer reschedule
DSP-2023-00529,SO-2023-00529,2023-05-09,0,
DSP-2023-00530,SO-2023-00530,2023-04-21,-2,
DSP-2023-00531,SO-2023-00531,2023-05-01,0,
DSP-2023-00532,SO-2023-00532,2023-04-19,-1,
DSP-2023-00533,SO-2023-00533,2023-04-26,-2,
DSP-2023-00534,SO-2023-00534,2023-04-21,2,Production backlog
DSP-2023-00535,SO-2023-00535,2023-05-08,-1,
DSP-2023-00536,SO-2023-00536,2023-04-28,-2,
DSP-2023-00537,SO-2023-00537,2023-04-24,0,
DSP-2023-00538,SO-2023-00538,2023-04-28,0,
DSP-2023-00539,SO-2023-00539,2023-05-05,5,QC hold
DSP-2023-00540,SO-2023-00540,2023-05-03,-2,
DSP-2023-00541,SO-2023-00541,2023-05-03,0,
DSP-2023-00542,SO-2023-00542,2023-05-07,2,QC hold
DSP-2023-00543,SO-2023-00543,2023-04-26,-2,
DSP-2023-00544,SO-2023-00544,2023-04-27,-1,
DSP-2023-00545,SO-2023-00545,2023-04-06,-2,
DSP-2023-00546,SO-2023-00546,2023-05-14,-1,
DSP-2023-00547,SO-2023-00547,2023-05-13,-2,
DSP-2023-00548,SO-2023-00548,2023-05-29,3,QC hold
DSP-2023-00549,SO-2023-00549,2023-05-27,-1,
DSP-2023-00550,SO-2023-00550,2023-06-04,-2,
DSP-2023-00551,SO-2023-00551,2023-06-04,0,
DSP-2023-00552,SO-2023-00552,2023-06-01,0,
DSP-2023-00553,SO-2023-00553,2023-05-13,-2,
DSP-2023-00554,SO-2023-00554,2023-06-03,-2,
DSP-2023-00555,SO-2023-00555,2023-06-13,0,
DSP-2023-00556,SO-2023-00556,2023-06-08,0,
DSP-2023-00557,SO-2023-00557,2023-05-23,0,
DSP-2023-00558,SO-2023-00558,2023-06-01,0,
DSP-2023-00559,SO-2023-00559,2023-06-22,0,
DSP-2023-00560,SO-2023-00560,2023-06-05,0,
DSP-2023-00561,SO-2023-00561,2023-06-22,7,Customer reschedule
DSP-2023-00562,SO-2023-00562,2023-05-27,0,
DSP-2023-00563,SO-2023-00563,2023-06-05,0,
DSP-2023-00564,SO-2023-00564,2023-06-11,-1,
DSP-2023-00565,SO-2023-00565,2023-05-26,-2,
DSP-2023-00566,SO-2023-00566,2023-06-05,-1,
DSP-2023-00567,SO-2023-00567,2023-06-13,-1,
DSP-2023-00568,SO-2023-00568,2023-05-29,-1,
DSP-2023-00569,SO-2023-00569,2023-06-15,-2,
DSP-2023-00570,SO-2023-00570,2023-05-25,0,
DSP-2023-00571,SO-2023-00571,2023-06-04,0,
DSP-2023-00572,SO-2023-00572,2023-06-01,-1,
DSP-2023-00573,SO-2023-00573,2023-05-23,-1,
DSP-2023-00574,SO-2023-00574,2023-06-06,-1,
DSP-2023-00575,SO-2023-00575,2023-06-18,6,Logistics scheduling
DSP-2023-00576,SO-2023-00576,2023-05-14,-1,
DSP-2023-00577,SO-2023-00577,2023-05-04,-2,
DSP-2023-00578,SO-2023-00578,2023-06-02,-1,
DSP-2023-00579,SO-2023-00579,2023-05-19,-1,
DSP-2023-00580,SO-2023-00580,2023-05-30,-2,
DSP-2023-00581,SO-2023-00581,2023-05-18,-2,
DSP-2023-00582,SO-2023-00582,2023-05-17,-2,
DSP-2023-00583,SO-2023-00583,2023-05-24,-2,
DSP-2023-00584,SO-2023-00584,2023-05-24,2,Packaging delay
DSP-2023-00585,SO-2023-00585,2023-06-12,-1,
DSP-2023-00586,SO-2023-00586,2023-06-09,2,Production backlog
DSP-2023-00587,SO-2023-00587,2023-05-22,-1,
DSP-2023-00588,SO-2023-00588,2023-06-04,-2,
DSP-2023-00589,SO-2023-00589,2023-05-30,-1,
DSP-2023-00590,SO-2023-00590,2023-06-13,-2,
DSP-2023-00591,SO-2023-00591,2023-05-27,-2,
DSP-2023-00592,SO-2023-00592,2023-05-18,-1,
DSP-2023-00593,SO-2023-00593,2023-05-24,0,
DSP-2023-00594,SO-2023-00594,2023-05-28,-1,
DSP-2023-00595,SO-2023-00595,2023-06-07,0,
DSP-2023-00596,SO-2023-00596,2023-05-30,0,
DSP-2023-00597,SO-2023-00597,2023-06-08,-1,
DSP-2023-00598,SO-2023-00598,2023-06-06,0,
DSP-2023-00599,SO-2023-00599,2023-05-21,-2,
DSP-2023-00600,SO-2023-00600,2023-05-06,-1,
DSP-2023-00601,SO-2023-00601,2023-06-02,0,
DSP-2023-00602,SO-2023-00602,2023-05-16,0,
DSP-2023-00603,SO-2023-00603,2023-05-20,0,
DSP-2023-00604,SO-2023-00604,2023-05-23,-1,
DSP-2023-00605,SO-2023-00605,2023-05-12,-1,
DSP-2023-00606,SO-2023-00606,2023-06-06,-2,
DSP-2023-00607,SO-2023-00607,2023-06-14,2,Material shortage
DSP-2023-00608,SO-2023-00608,2023-05-29,0,
DSP-2023-00609,SO-2023-00609,2023-06-20,-2,
DSP-2023-00610,SO-2023-00610,2023-05-19,2,QC hold
DSP-2023-00611,SO-2023-00611,2023-06-19,2,QC hold
DSP-2023-00612,SO-2023-00612,2023-06-04,0,
DSP-2023-00613,SO-2023-00613,2023-05-08,0,
DSP-2023-00614,SO-2023-00614,2023-05-09,0,
DSP-2023-00615,SO-2023-00615,2023-06-19,-2,
DSP-2023-00616,SO-2023-00616,2023-05-31,-2,
DSP-2023-00617,SO-2023-00617,2023-06-18,14,Logistics scheduling
DSP-2023-00618,SO-2023-00618,2023-05-20,1,Packaging delay
DSP-2023-00619,SO-2023-00619,2023-06-03,0,
DSP-2023-00620,SO-2023-00620,2023-05-19,-2,
DSP-2023-00621,SO-2023-00621,2023-05-29,3,Material shortage
DSP-2023-00622,SO-2023-00622,2023-06-16,0,
DSP-2023-00623,SO-2023-00623,2023-05-14,-1,
DSP-2023-00624,SO-2023-00624,2023-06-17,0,
DSP-2023-00625,SO-2023-00625,2023-05-26,-2,
DSP-2023-00626,SO-2023-00626,2023-05-20,-2,
DSP-2023-00627,SO-2023-00627,2023-05-09,0,
DSP-2023-00628,SO-2023-00628,2023-06-06,0,
DSP-2023-00629,SO-2023-00629,2023-05-30,0,
DSP-2023-00630,SO-2023-00630,2023-06-03,0,
DSP-2023-00631,SO-2023-00631,2023-05-14,-1,
DSP-2023-00632,SO-2023-00632,2023-06-04,-1,
DSP-2023-00633,SO-2023-00633,2023-05-22,0,
DSP-2023-00634,SO-2023-00634,2023-05-15,0,
DSP-2023-00635,SO-2023-00635,2023-06-04,0,
DSP-2023-00636,SO-2023-00636,2023-05-30,-2,
DSP-2023-00637,SO-2023-00637,2023-06-16,0,
DSP-2023-00638,SO-2023-00638,2023-05-14,-1,
DSP-2023-00639,SO-2023-00639,2023-05-20,0,
DSP-2023-00640,SO-2023-00640,2023-05-25,2,Customer reschedule
DSP-2023-00641,SO-2023-00641,2023-05-13,0,
DSP-2023-00642,SO-2023-00642,2023-06-20,2,Customer reschedule
DSP-2023-00643,SO-2023-00643,2023-05-30,-1,
DSP-2023-00644,SO-2023-00644,2023-05-30,-1,
DSP-2023-00645,SO-2023-00645,2023-05-26,0,
DSP-2023-00646,SO-2023-00646,2023-06-04,-2,
DSP-2023-00647,SO-2023-00647,2023-05-26,-1,
DSP-2023-00648,SO-2023-00648,2023-06-05,2,Customer reschedule
DSP-2023-00649,SO-2023-00649,2023-06-05,5,Packaging delay
DSP-2023-00650,SO-2023-00650,2023-05-25,0,
DSP-2023-00651,SO-2023-00651,2023-05-22,-1,
DSP-2023-00652,SO-2023-00652,2023-05-24,-1,
DSP-2023-00653,SO-2023-00653,2023-05-23,-2,
DSP-2023-00654,SO-2023-00654,2023-06-13,-1,
DSP-2023-00655,SO-2023-00655,2023-06-10,-1,
DSP-2023-00656,SO-2023-00656,2023-06-01,-1,
DSP-2023-00657,SO-2023-00657,2023-05-22,-2,
DSP-2023-00658,SO-2023-00658,2023-05-27,0,
DSP-2023-00659,SO-2023-00659,2023-06-09,-1,
DSP-2023-00660,SO-2023-00660,2023-05-22,0,
DSP-2023-00661,SO-2023-00661,2023-05-29,0,
DSP-2023-00662,SO-2023-00662,2023-06-03,0,
DSP-2023-00663,SO-2023-00663,2023-05-27,0,
DSP-2023-00664,SO-2023-00664,2023-06-11,7,Logistics scheduling
DSP-2023-00665,SO-2023-00665,2023-06-06,0,
DSP-2023-00666,SO-2023-00666,2023-06-04,0,
DSP-2023-00667,SO-2023-00667,2023-06-11,-1,
DSP-2023-00668,SO-2023-00668,2023-06-02,0,
DSP-2023-00669,SO-2023-00669,2023-06-12,0,
DSP-2023-00670,SO-2023-00670,2023-05-30,-1,
DSP-2023-00671,SO-2023-00671,2023-06-05,-2,
DSP-2023-00672,SO-2023-00672,2023-05-31,-1,
DSP-2023-00673,SO-2023-00673,2023-06-05,-1,
DSP-2023-00674,SO-2023-00674,2023-06-07,-2,
DSP-2023-00675,SO-2023-00675,2023-05-19,-1,
DSP-2023-00676,SO-2023-00676,2023-06-19,12,Packaging delay
DSP-2023-00677,SO-2023-00677,2023-06-03,-1,
DSP-2023-00678,SO-2023-00678,2023-06-03,0,
DSP-2023-00679,SO-2023-00679,2023-05-16,-2,
DSP-2023-00680,SO-2023-00680,2023-05-25,-1,
DSP-2023-00681,SO-2023-00681,2023-05-19,0,
DSP-2023-00682,SO-2023-00682,2023-05-17,-1,
DSP-2023-00683,SO-2023-00683,2023-06-08,0,
DSP-2023-00684,SO-2023-00684,2023-06-07,1,Logistics scheduling
DSP-2023-00685,SO-2023-00685,2023-05-29,0,
DSP-2023-00686,SO-2023-00686,2023-05-19,-1,
DSP-2023-00687,SO-2023-00687,2023-06-05,0,
DSP-2023-00688,SO-2023-00688,2023-06-05,-2,
DSP-2023-00689,SO-2023-00689,2023-05-19,0,
DSP-2023-00690,SO-2023-00690,2023-05-25,-1,
DSP-2023-00691,SO-2023-00691,2023-05-31,5,Logistics scheduling
DSP-2023-00692,SO-2023-00692,2023-05-06,0,
DSP-2023-00693,SO-2023-00693,2023-05-12,-2,
DSP-2023-00694,SO-2023-00694,2023-06-03,-2,
DSP-2023-00695,SO-2023-00695,2023-05-19,-1,
DSP-2023-00696,SO-2023-00696,2023-06-12,-1,
DSP-2023-00697,SO-2023-00697,2023-05-15,-2,
DSP-2023-00698,SO-2023-00698,2023-05-22,0,
DSP-2023-00699,SO-2023-00699,2023-05-23,-2,
DSP-2023-00700,SO-2023-00700,2023-05-18,0,
DSP-2023-00701,SO-2023-00701,2023-07-02,-1,
DSP-2023-00702,SO-2023-00702,2023-06-30,-2,
DSP-2023-00703,SO-2023-00703,2023-06-30,10,Packaging delay
DSP-2023-00704,SO-2023-00704,2023-06-20,-2,
DSP-2023-00705,SO-2023-00705,2023-06-30,-2,
DSP-2023-00706,SO-2023-00706,2023-07-14,0,
DSP-2023-00707,SO-2023-00707,2023-06-27,-1,
DSP-2023-00708,SO-2023-00708,2023-06-29,-1,
DSP-2023-00709,SO-2023-00709,2023-07-06,-1,
DSP-2023-00710,SO-2023-00710,2023-06-23,-1,
DSP-2023-00711,SO-2023-00711,2023-06-21,-2,
DSP-2023-00712,SO-2023-00712,2023-07-09,8,QC hold
DSP-2023-00713,SO-2023-00713,2023-06-06,-2,
DSP-2023-00714,SO-2023-00714,2023-06-25,-1,
DSP-2023-00715,SO-2023-00715,2023-07-12,10,Logistics scheduling
DSP-2023-00716,SO-2023-00716,2023-07-14,-2,
DSP-2023-00717,SO-2023-00717,2023-06-21,-2,
DSP-2023-00718,SO-2023-00718,2023-06-08,-1,
DSP-2023-00719,SO-2023-00719,2023-06-23,0,
DSP-2023-00720,SO-2023-00720,2023-07-09,-1,
DSP-2023-00721,SO-2023-00721,2023-06-28,0,
DSP-2023-00722,SO-2023-00722,2023-06-19,-1,
DSP-2023-00723,SO-2023-00723,2023-07-29,14,Packaging delay
DSP-2023-00724,SO-2023-00724,2023-06-21,-1,
DSP-2023-00725,SO-2023-00725,2023-06-19,0,
DSP-2023-00726,SO-2023-00726,2023-07-10,-2,
DSP-2023-00727,SO-2023-00727,2023-06-15,-2,
DSP-2023-00728,SO-2023-00728,2023-07-12,-2,
DSP-2023-00729,SO-2023-00729,2023-06-28,-1,
DSP-2023-00730,SO-2023-00730,2023-07-12,-1,
DSP-2023-00731,SO-2023-00731,2023-07-03,-2,
DSP-2023-00732,SO-2023-00732,2023-07-10,-1,
DSP-2023-00733,SO-2023-00733,2023-07-12,-1,
DSP-2023-00734,SO-2023-00734,2023-07-13,0,
DSP-2023-00735,SO-2023-00735,2023-07-07,0,
DSP-2023-00736,SO-2023-00736,2023-07-09,-1,
DSP-2023-00737,SO-2023-00737,2023-07-15,0,
DSP-2023-00738,SO-2023-00738,2023-07-02,-2,
DSP-2023-00739,SO-2023-00739,2023-06-18,-1,
DSP-2023-00740,SO-2023-00740,2023-06-28,-1,
DSP-2023-00741,SO-2023-00741,2023-07-14,-2,
DSP-2023-00742,SO-2023-00742,2023-07-14,4,Production backlog
DSP-2023-00743,SO-2023-00743,2023-06-26,-2,
DSP-2023-00744,SO-2023-00744,2023-07-13,5,QC hold
DSP-2023-00745,SO-2023-00745,2023-06-23,0,
DSP-2023-00746,SO-2023-00746,2023-06-22,0,
DSP-2023-00747,SO-2023-00747,2023-07-14,0,
DSP-2023-00748,SO-2023-00748,2023-06-27,0,
DSP-2023-00749,SO-2023-00749,2023-07-08,-1,
DSP-2023-00750,SO-2023-00750,2023-07-13,0,
DSP-2023-00751,SO-2023-00751,2023-07-16,0,
DSP-2023-00752,SO-2023-00752,2023-06-25,-2,
DSP-2023-00753,SO-2023-00753,2023-07-13,3,Production backlog
DSP-2023-00754,SO-2023-00754,2023-06-29,3,Production backlog
DSP-2023-00755,SO-2023-00755,2023-06-26,0,
DSP-2023-00756,SO-2023-00756,2023-07-06,0,
DSP-2023-00757,SO-2023-00757,2023-06-26,-2,
DSP-2023-00758,SO-2023-00758,2023-07-16,6,Logistics scheduling
DSP-2023-00759,SO-2023-00759,2023-06-17,-1,
DSP-2023-00760,SO-2023-00760,2023-07-10,0,
DSP-2023-00761,SO-2023-00761,2023-07-12,-2,
DSP-2023-00762,SO-2023-00762,2023-07-11,-2,
DSP-2023-00763,SO-2023-00763,2023-07-21,4,Customer reschedule
DSP-2023-00764,SO-2023-00764,2023-07-17,-1,
DSP-2023-00765,SO-2023-00765,2023-07-15,-2,
DSP-2023-00766,SO-2023-00766,2023-07-05,-1,
DSP-2023-00767,SO-2023-00767,2023-07-06,0,
DSP-2023-00768,SO-2023-00768,2023-06-14,-1,
DSP-2023-00769,SO-2023-00769,2023-07-09,5,Packaging delay
DSP-2023-00770,SO-2023-00770,2023-07-07,-1,
DSP-2023-00771,SO-2023-00771,2023-07-17,-2,
DSP-2023-00772,SO-2023-00772,2023-07-01,-1,
DSP-2023-00773,SO-2023-00773,2023-07-25,9,Customer reschedule
DSP-2023-00774,SO-2023-00774,2023-06-24,0,
DSP-2023-00775,SO-2023-00775,2023-06-26,-2,
DSP-2023-00776,SO-2023-00776,2023-06-26,0,
DSP-2023-00777,SO-2023-00777,2023-07-01,0,
DSP-2023-00778,SO-2023-00778,2023-07-19,2,Customer reschedule
DSP-2023-00779,SO-2023-00779,2023-07-04,-2,
DSP-2023-00780,SO-2023-00780,2023-07-24,5,QC hold
DSP-2023-00781,SO-2023-00781,2023-06-16,0,
DSP-2023-00782,SO-2023-00782,2023-06-30,1,Customer reschedule
DSP-2023-00783,SO-2023-00783,2023-07-02,0,
DSP-2023-00784,SO-2023-00784,2023-06-11,0,
DSP-2023-00785,SO-2023-00785,2023-06-18,0,
DSP-2023-00786,SO-2023-00786,2023-07-14,-2,
DSP-2023-00787,SO-2023-00787,2023-06-04,-2,
DSP-2023-00788,SO-2023-00788,2023-07-03,0,
DSP-2023-00789,SO-2023-00789,2023-07-16,-2,
DSP-2023-00790,SO-2023-00790,2023-06-17,0,
DSP-2023-00791,SO-2023-00791,2023-06-16,-1,
DSP-2023-00792,SO-2023-00792,2023-07-20,6,Customer reschedule
DSP-2023-00793,SO-2023-00793,2023-07-04,0,
DSP-2023-00794,SO-2023-00794,2023-06-13,-2,
DSP-2023-00795,SO-2023-00795,2023-06-24,-2,
DSP-2023-00796,SO-2023-00796,2023-06-19,3,Production backlog
DSP-2023-00797,SO-2023-00797,2023-07-13,-1,
DSP-2023-00798,SO-2023-00798,2023-07-04,0,
DSP-2023-00799,SO-2023-00799,2023-07-02,-2,
DSP-2023-00800,SO-2023-00800,2023-07-02,-1,
DSP-2023-00801,SO-2023-00801,2023-07-17,-2,
DSP-2023-00802,SO-2023-00802,2023-06-19,0,
DSP-2023-00803,SO-2023-00803,2023-07-12,-1,
DSP-2023-00804,SO-2023-00804,2023-07-14,-1,
DSP-2023-00805,SO-2023-00805,2023-07-05,-1,
DSP-2023-00806,SO-2023-00806,2023-06-11,-2,
DSP-2023-00807,SO-2023-00807,2023-07-02,-1,
DSP-2023-00808,SO-2023-00808,2023-07-07,2,Production backlog
DSP-2023-00809,SO-2023-00809,2023-07-15,1,Production backlog
DSP-2023-00810,SO-2023-00810,2023-06-21,-1,
DSP-2023-00811,SO-2023-00811,2023-06-17,-1,
DSP-2023-00812,SO-2023-00812,2023-06-27,-2,
DSP-2023-00813,SO-2023-00813,2023-07-20,5,Customer reschedule
DSP-2023-00814,SO-2023-00814,2023-07-16,0,
DSP-2023-00815,SO-2023-00815,2023-07-03,-1,
DSP-2023-00816,SO-2023-00816,2023-06-18,2,Logistics scheduling
DSP-2023-00817,SO-2023-00817,2023-06-15,0,
DSP-2023-00818,SO-2023-00818,2023-06-21,0,
DSP-2023-00819,SO-2023-00819,2023-07-07,1,Customer reschedule
DSP-2023-00820,SO-2023-00820,2023-06-17,3,Customer reschedule
DSP-2023-00821,SO-2023-00821,2023-07-08,3,Customer reschedule
DSP-2023-00822,SO-2023-00822,2023-06-19,-1,
DSP-2023-00823,SO-2023-00823,2023-06-23,-2,
DSP-2023-00824,SO-2023-00824,2023-06-25,2,Customer reschedule
DSP-2023-00825,SO-2023-00825,2023-06-25,3,QC hold
DSP-2023-00826,SO-2023-00826,2023-06-20,-2,
DSP-2023-00827,SO-2023-00827,2023-07-13,-2,
DSP-2023-00828,SO-2023-00828,2023-07-01,10,Logistics scheduling
DSP-2023-00829,SO-2023-00829,2023-07-05,-1,
DSP-2023-00830,SO-2023-00830,2023-06-20,0,
DSP-2023-00831,SO-2023-00831,2023-07-09,-2,
DSP-2023-00832,SO-2023-00832,2023-07-04,-1,
DSP-2023-00833,SO-2023-00833,2023-07-03,-2,
DSP-2023-00834,SO-2023-00834,2023-07-06,6,Customer reschedule
DSP-2023-00835,SO-2023-00835,2023-06-29,-2,
DSP-2023-00836,SO-2023-00836,2023-07-12,-1,
DSP-2023-00837,SO-2023-00837,2023-06-12,0,
DSP-2023-00838,SO-2023-00838,2023-07-01,0,
DSP-2023-00839,SO-2023-00839,2023-07-16,13,Logistics scheduling
DSP-2023-00840,SO-2023-00840,2023-07-07,0,
DSP-2023-00841,SO-2023-00841,2023-07-08,-2,
DSP-2023-00842,SO-2023-00842,2023-06-09,-1,
DSP-2023-00843,SO-2023-00843,2023-06-16,-2,
DSP-2023-00844,SO-2023-00844,2023-06-30,0,
DSP-2023-00845,SO-2023-00845,2023-07-07,0,
DSP-2023-00846,SO-2023-00846,2023-06-22,-2,
DSP-2023-00847,SO-2023-00847,2023-07-11,-2,
DSP-2023-00848,SO-2023-00848,2023-07-17,-2,
DSP-2023-00849,SO-2023-00849,2023-07-03,0,
DSP-2023-00850,SO-2023-00850,2023-06-27,0,
DSP-2023-00851,SO-2023-00851,2023-07-10,-2,
DSP-2023-00852,SO-2023-00852,2023-06-21,-2,
DSP-2023-00853,SO-2023-00853,2023-07-07,0,
DSP-2023-00854,SO-2023-00854,2023-06-21,-1,
DSP-2023-00855,SO-2023-00855,2023-07-04,4,Production backlog
DSP-2023-00856,SO-2023-00856,2023-08-06,0,
DSP-2023-00857,SO-2023-00857,2023-07-12,0,
DSP-2023-00858,SO-2023-00858,2023-08-13,7,Packaging delay
DSP-2023-00859,SO-2023-00859,2023-07-31,-2,
DSP-2023-00860,SO-2023-00860,2023-07-27,0,
DSP-2023-00861,SO-2023-00861,2023-07-22,0,
DSP-2023-00862,SO-2023-00862,2023-07-29,-2,
DSP-2023-00863,SO-2023-00863,2023-08-06,-1,
DSP-2023-00864,SO-2023-00864,2023-07-27,0,
DSP-2023-00865,SO-2023-00865,2023-07-26,-1,
DSP-2023-00866,SO-2023-00866,2023-08-03,-2,
DSP-2023-00867,SO-2023-00867,2023-08-10,-2,
DSP-2023-00868,SO-2023-00868,2023-08-07,4,Production backlog
DSP-2023-00869,SO-2023-00869,2023-07-29,4,QC hold
DSP-2023-00870,SO-2023-00870,2023-08-21,0,
DSP-2023-00871,SO-2023-00871,2023-08-12,1,Logistics scheduling
DSP-2023-00872,SO-2023-00872,2023-08-03,-2,
DSP-2023-00873,SO-2023-00873,2023-07-10,-2,
DSP-2023-00874,SO-2023-00874,2023-08-16,3,Production backlog
DSP-2023-00875,SO-2023-00875,2023-07-31,-2,
DSP-2023-00876,SO-2023-00876,2023-07-19,2,QC hold
DSP-2023-00877,SO-2023-00877,2023-07-19,-2,
DSP-2023-00878,SO-2023-00878,2023-08-06,0,
DSP-2023-00879,SO-2023-00879,2023-07-15,0,
DSP-2023-00880,SO-2023-00880,2023-07-26,-1,
DSP-2023-00881,SO-2023-00881,2023-07-31,-1,
DSP-2023-00882,SO-2023-00882,2023-07-25,-1,
DSP-2023-00883,SO-2023-00883,2023-07-23,-2,
DSP-2023-00884,SO-2023-00884,2023-07-20,0,
DSP-2023-00885,SO-2023-00885,2023-07-28,3,Production backlog
DSP-2023-00886,SO-2023-00886,2023-08-02,0,
DSP-2023-00887,SO-2023-00887,2023-08-05,-1,
DSP-2023-00888,SO-2023-00888,2023-07-09,0,
DSP-2023-00889,SO-2023-00889,2023-07-06,-2,
DSP-2023-00890,SO-2023-00890,2023-07-17,-1,
DSP-2023-00891,SO-2023-00891,2023-07-22,0,
DSP-2023-00892,SO-2023-00892,2023-08-07,5,Production backlog
DSP-2023-00893,SO-2023-00893,2023-08-07,-1,
DSP-2023-00894,SO-2023-00894,2023-08-12,-2,
DSP-2023-00895,SO-2023-00895,2023-07-31,-1,
DSP-2023-00896,SO-2023-00896,2023-07-31,0,
DSP-2023-00897,SO-2023-00897,2023-08-12,-1,
DSP-2023-00898,SO-2023-00898,2023-07-26,-1,
DSP-2023-00899,SO-2023-00899,2023-08-18,-2,
DSP-2023-00900,SO-2023-00900,2023-08-02,0,
DSP-2023-00901,SO-2023-00901,2023-07-17,-2,
DSP-2023-00902,SO-2023-00902,2023-07-20,-2,
DSP-2023-00903,SO-2023-00903,2023-07-24,0,
DSP-2023-00904,SO-2023-00904,2023-07-29,0,
DSP-2023-00905,SO-2023-00905,2023-07-20,-1,
DSP-2023-00906,SO-2023-00906,2023-08-04,4,Material shortage
DSP-2023-00907,SO-2023-00907,2023-08-14,0,
DSP-2023-00908,SO-2023-00908,2023-07-13,0,
DSP-2023-00909,SO-2023-00909,2023-07-14,-2,
DSP-2023-00910,SO-2023-00910,2023-08-17,2,Production backlog
DSP-2023-00911,SO-2023-00911,2023-08-20,-2,
