date,year,quarter,month,month_name,week,day,day_of_week,day_name,is_weekend,is_production_day
2024-03-25,2024,1,3,March,13,25,0,Monday,False,True
2024-03-26,2024,1,3,March,13,26,1,Tuesday,False,True
2024-03-27,2024,1,3,March,13,27,2,Wednesday,False,True
2024-03-28,2024,1,3,March,13,28,3,Thursday,False,True
2024-03-29,2024,1,3,March,13,29,4,Friday,False,True
2024-03-30,2024,1,3,March,13,30,5,Saturday,True,True
2024-03-31,2024,1,3,March,13,31,6,Sunday,True,False
2024-04-01,2024,2,4,April,14,1,0,Monday,False,True
2024-04-02,2024,2,4,April,14,2,1,Tuesday,False,True
2024-04-03,2024,2,4,April,14,3,2,Wednesday,False,True
2024-04-04,2024,2,4,April,14,4,3,Thursday,False,True
2024-04-05,2024,2,4,April,14,5,4,Friday,False,True
2024-04-06,2024,2,4,April,14,6,5,Saturday,True,True
2024-04-07,2024,2,4,April,14,7,6,Sunday,True,False
2024-04-08,2024,2,4,April,15,8,0,Monday,False,True
2024-04-09,2024,2,4,April,15,9,1,Tuesday,False,True
2024-04-10,2024,2,4,April,15,10,2,Wednesday,False,True
2024-04-11,2024,2,4,April,15,11,3,Thursday,False,True
2024-04-12,2024,2,4,April,15,12,4,Friday,False,True
2024-04-13,2024,2,4,April,15,13,5,Saturday,True,True
2024-04-14,2024,2,4,April,15,14,6,Sunday,True,False
2024-04-15,2024,2,4,April,16,15,0,Monday,False,True
2024-04-16,2024,2,4,April,16,16,1,Tuesday,False,True
2024-04-17,2024,2,4,April,16,17,2,Wednesday,False,True
2024-04-18,2024,2,4,April,16,18,3,Thursday,False,True
2024-04-19,2024,2,4,April,16,19,4,Friday,False,True
2024-04-20,2024,2,4,April,16,20,5,Saturday,True,True
2024-04-21,2024,2,4,April,16,21,6,Sunday,True,False
2024-04-22,2024,2,4,April,17,22,0,Monday,False,True
2024-04-23,2024,2,4,April,17,23,1,Tuesday,False,True
2024-04-24,2024,2,4,April,17,24,2,Wednesday,False,True
2024-04-25,2024,2,4,April,17,25,3,Thursday,False,True
2024-04-26,2024,2,4,April,17,26,4,Friday,False,True
2024-04-27,2024,2,4,April,17,27,5,Saturday,True,True
2024-04-28,2024,2,4,April,17,28,6,Sunday,True,False
2024-04-29,2024,2,4,April,18,29,0,Monday,False,True
2024-04-30,2024,2,4,April,18,30,1,Tuesday,False,True
2024-05-01,2024,2,5,May,18,1,2,Wednesday,False,True
2024-05-02,2024,2,5,May,18,2,3,Thursday,False,True
2024-05-03,2024,2,5,May,18,3,4,Friday,False,True
2024-05-04,2024,2,5,May,18,4,5,Saturday,True,True
2024-05-05,2024,2,5,May,18,5,6,Sunday,True,False
2024-05-06,2024,2,5,May,19,6,0,Monday,False,True
2024-05-07,2024,2,5,May,19,7,1,Tuesday,False,True
2024-05-08,2024,2,5,May,19,8,2,Wednesday,False,True
2024-05-09,2024,2,5,May,19,9,3,Thursday,False,True
2024-05-10,2024,2,5,May,19,10,4,Friday,False,True
2024-05-11,2024,2,5,May,19,11,5,Saturday,True,True
2024-05-12,2024,2,5,May,19,12,6,Sunday,True,False
2024-05-13,2024,2,5,May,20,13,0,Monday,False,True
2024-05-14,2024,2,5,May,20,14,1,Tuesday,False,True
2024-05-15,2024,2,5,May,20,15,2,Wednesday,False,True
2024-05-16,2024,2,5,May,20,16,3,Thursday,False,True
2024-05-17,2024,2,5,May,20,17,4,Friday,False,True
2024-05-18,2024,2,5,May,20,18,5,Saturday,True,True
2024-05-19,2024,2,5,May,20,19,6,Sunday,True,False
2024-05-20,2024,2,5,May,21,20,0,Monday,False,True
2024-05-21,2024,2,5,May,21,21,1,Tuesday,False,True
2024-05-22,2024,2,5,May,21,22,2,Wednesday,False,True
2024-05-23,2024,2,5,May,21,23,3,Thursday,False,True
2024-05-24,2024,2,5,May,21,24,4,Friday,False,True
2024-05-25,2024,2,5,May,21,25,5,Saturday,True,True
2024-05-26,2024,2,5,May,21,26,6,Sunday,True,False
2024-05-27,2024,2,5,May,22,27,0,Monday,False,True
2024-05-28,2024,2,5,May,22,28,1,Tuesday,False,True
2024-05-29,2024,2,5,May,22,29,2,Wednesday,False,True
2024-05-30,2024,2,5,May,22,30,3,Thursday,False,True
2024-05-31,2024,2,5,May,22,31,4,Friday,False,True
2024-06-01,2024,2,6,June,22,1,5,Saturday,True,True
2024-06-02,2024,2,6,June,22,2,6,Sunday,True,False
2024-06-03,2024,2,6,June,23,3,0,Monday,False,True
2024-06-04,2024,2,6,June,23,4,1,Tuesday,False,True
2024-06-05,2024,2,6,June,23,5,2,Wednesday,False,True
2024-06-06,2024,2,6,June,23,6,3,Thursday,False,True
2024-06-07,2024,2,6,June,23,7,4,Friday,False,True
2024-06-08,2024,2,6,June,23,8,5,Saturday,True,True
2024-06-09,2024,2,6,June,23,9,6,Sunday,True,False
2024-06-10,2024,2,6,June,24,10,0,Monday,False,True
2024-06-11,2024,2,6,June,24,11,1,Tuesday,False,True
2024-06-12,2024,2,6,June,24,12,2,Wednesday,False,True
2024-06-13,2024,2,6,June,24,13,3,Thursday,False,True
2024-06-14,2024,2,6,June,24,14,4,Friday,False,True
2024-06-15,2024,2,6,June,24,15,5,Saturday,True,True
2024-06-16,2024,2,6,June,24,16,6,Sunday,True,False
2024-06-17,2024,2,6,June,25,17,0,Monday,False,True
2024-06-18,2024,2,6,June,25,18,1,Tuesday,False,True
2024-06-19,2024,2,6,June,25,19,2,Wednesday,False,True
2024-06-20,2024,2,6,June,25,20,3,Thursday,False,True
2024-06-21,2024,2,6,June,25,21,4,Friday,False,True
2024-06-22,2024,2,6,June,25,22,5,Saturday,True,True
2024-06-23,2024,2,6,June,25,23,6,Sunday,True,False
2024-06-24,2024,2,6,June,26,24,0,Monday,False,True
2024-06-25,2024,2,6,June,26,25,1,Tuesday,False,True
2024-06-26,2024,2,6,June,26,26,2,Wednesday,False,True
2024-06-27,2024,2,6,June,26,27,3,Thursday,False,True
2024-06-28,2024,2,6,June,26,28,4,Friday,False,True
2024-06-29,2024,2,6,June,26,29,5,Saturday,True,True
2024-06-30,2024,2,6,June,26,30,6,Sunday,True,False
