mr_id,order_id,sku,mr_raised_date,mr_fulfilled_date,shortage_flag,shortage_qty
MR-2023-00600,SO-2023-00600,IND-COB-001,2023-05-05 10:24:00,2023-05-05 10:48:00,False,0
MR-2023-00601,SO-2023-00601,IND-BLB-001,2023-05-20 12:40:00,2023-05-20 12:55:00,False,0
MR-2023-00602,SO-2023-00602,IND-BAT-001,2023-05-15 10:47:00,2023-05-15 11:00:00,False,0
MR-2023-00603,SO-2023-00603,IND-COB-001,2023-05-07 12:20:00,2023-05-07 13:03:00,False,0
MR-2023-00604,SO-2023-00604,OUT-STR-001,2023-05-07 12:03:00,2023-05-07 12:15:00,False,0
MR-2023-00605,SO-2023-00605,IND-WGL-001,2023-05-05 11:22:00,2023-05-05 12:06:00,False,0
MR-2023-00606,SO-2023-00606,IND-BAT-001,2023-06-03 07:11:00,2023-06-03 07:50:00,False,0
MR-2023-00607,SO-2023-00607,IND-BAT-001,2023-06-01 09:34:00,2023-06-01 09:46:00,False,0
MR-2023-00608,SO-2023-00608,IND-WGL-001,2023-05-14 11:18:00,2023-05-14 11:29:00,False,0
MR-2023-00609,SO-2023-00609,IND-EPL-001,2023-06-04 08:10:00,2023-06-04 08:28:00,False,0
MR-2023-00610,SO-2023-00610,IND-PAN-001,2023-05-04 14:00:00,2023-05-04 14:28:00,False,0
MR-2023-00611,SO-2023-00611,OUT-FLD-001,2023-06-01 12:31:00,2023-06-01 12:43:00,False,0
MR-2023-00612,SO-2023-00612,OUT-FLD-001,2023-05-27 07:20:00,2023-05-27 08:00:00,False,0
MR-2023-00613,SO-2023-00613,IND-HBU-001,2023-05-08 12:28:00,2023-05-08 12:39:00,False,0
MR-2023-00614,SO-2023-00614,OUT-FLD-001,2023-05-04 09:05:00,2023-05-04 14:37:00,True,2
MR-2023-00615,SO-2023-00615,IND-BLB-001,2023-06-01 12:09:00,2023-06-01 12:50:00,False,0
MR-2023-00616,SO-2023-00616,IND-PAN-001,2023-05-16 10:32:00,2023-05-16 11:05:00,False,0
MR-2023-00617,SO-2023-00617,IND-HBU-001,2023-05-18 09:23:00,2023-05-18 10:01:00,False,0
MR-2023-00618,SO-2023-00618,IND-COB-001,2023-05-06 07:30:00,2023-05-06 07:47:00,False,0
MR-2023-00619,SO-2023-00619,IND-BLB-001,2023-05-31 07:21:00,2023-05-31 07:40:00,False,0
MR-2023-00620,SO-2023-00620,IND-PAN-001,2023-05-07 12:00:00,2023-05-07 12:32:00,False,0
MR-2023-00621,SO-2023-00621,IND-BLB-001,2023-05-19 11:20:00,2023-05-19 11:56:00,False,0
MR-2023-00622,SO-2023-00622,IND-HBU-001,2023-05-29 13:31:00,2023-05-29 13:57:00,False,0
MR-2023-00623,SO-2023-00623,IND-PAN-001,2023-05-04 13:42:00,2023-05-04 14:07:00,False,0
MR-2023-00624,SO-2023-00624,IND-WGL-001,2023-06-02 10:28:00,2023-06-02 13:27:00,True,2
MR-2023-00625,SO-2023-00625,IND-PAN-001,2023-05-09 14:04:00,2023-05-09 14:18:00,False,0
MR-2023-00626,SO-2023-00626,IND-WGL-001,2023-05-03 08:36:00,2023-05-03 09:06:00,False,0
MR-2023-00627,SO-2023-00627,IND-EPL-001,2023-05-05 14:47:00,2023-05-05 15:06:00,False,0
MR-2023-00628,SO-2023-00628,OUT-STR-001,2023-05-26 12:45:00,2023-05-26 13:13:00,False,0
MR-2023-00629,SO-2023-00629,IND-HBU-001,2023-05-24 13:46:00,2023-05-24 14:00:00,False,0
MR-2023-00630,SO-2023-00630,OUT-STR-001,2023-05-18 09:29:00,2023-05-18 10:04:00,False,0
MR-2023-00631,SO-2023-00631,OUT-STR-001,2023-05-07 13:45:00,2023-05-07 14:21:00,False,0
MR-2023-00632,SO-2023-00632,OUT-STR-001,2023-05-20 12:45:00,2023-05-20 12:56:00,False,0
MR-2023-00633,SO-2023-00633,IND-PAN-001,2023-05-15 12:05:00,2023-05-15 12:41:00,False,0
MR-2023-00634,SO-2023-00634,IND-WGL-001,2023-05-11 11:08:00,2023-05-11 11:21:00,False,0
MR-2023-00635,SO-2023-00635,IND-BLB-001,2023-05-31 12:36:00,2023-05-31 12:48:00,False,0
MR-2023-00636,SO-2023-00636,IND-WGL-001,2023-05-13 07:56:00,2023-05-13 08:25:00,False,0
MR-2023-00637,SO-2023-00637,IND-BLB-001,2023-06-02 12:18:00,2023-06-02 12:40:00,False,0
MR-2023-00638,SO-2023-00638,IND-HBU-001,2023-05-09 08:10:00,2023-05-09 09:58:00,True,1
MR-2023-00639,SO-2023-00639,IND-COB-001,2023-05-04 10:00:00,2023-05-04 12:22:00,True,8
MR-2023-00640,SO-2023-00640,OUT-STR-001,2023-05-16 13:54:00,2023-05-16 14:34:00,False,0
MR-2023-00641,SO-2023-00641,IND-HBU-001,2023-05-06 12:07:00,2023-05-06 12:51:00,False,0
MR-2023-00642,SO-2023-00642,IND-COB-001,2023-06-01 13:01:00,2023-06-01 13:30:00,False,0
MR-2023-00643,SO-2023-00643,IND-WGL-001,2023-05-14 08:39:00,2023-05-14 08:57:00,False,0
MR-2023-00644,SO-2023-00644,OUT-FLD-001,2023-05-25 09:33:00,2023-05-25 09:49:00,False,0
MR-2023-00645,SO-2023-00645,IND-EPL-001,2023-05-19 12:41:00,2023-05-19 15:33:00,True,31
MR-2023-00646,SO-2023-00646,IND-BLB-001,2023-05-20 07:02:00,2023-05-20 07:21:00,False,0
MR-2023-00647,SO-2023-00647,IND-BAT-001,2023-05-11 13:29:00,2023-05-11 13:41:00,False,0
MR-2023-00648,SO-2023-00648,IND-COB-001,2023-05-21 07:27:00,2023-05-21 07:43:00,False,0
MR-2023-00649,SO-2023-00649,IND-BAT-001,2023-05-26 14:15:00,2023-05-26 14:34:00,False,0
MR-2023-00650,SO-2023-00650,IND-BLB-001,2023-05-11 09:11:00,2023-05-11 09:48:00,False,0
MR-2023-00651,SO-2023-00651,IND-BAT-001,2023-05-11 11:55:00,2023-05-11 12:33:00,False,0
MR-2023-00652,SO-2023-00652,IND-COB-001,2023-05-06 14:33:00,2023-05-06 14:55:00,False,0
MR-2023-00653,SO-2023-00653,OUT-FLD-001,2023-05-19 13:29:00,2023-05-19 13:56:00,False,0
MR-2023-00654,SO-2023-00654,OUT-FLD-001,2023-05-29 14:47:00,2023-05-29 15:17:00,False,0
MR-2023-00655,SO-2023-00655,IND-BLB-001,2023-05-23 07:37:00,2023-05-23 07:57:00,False,0
MR-2023-00656,SO-2023-00656,IND-BAT-001,2023-05-20 08:29:00,2023-05-20 09:02:00,False,0
MR-2023-00657,SO-2023-00657,IND-BAT-001,2023-05-08 07:07:00,2023-05-08 08:28:00,True,36
MR-2023-00658,SO-2023-00658,OUT-STR-001,2023-05-14 10:56:00,2023-05-14 11:10:00,False,0
MR-2023-00659,SO-2023-00659,IND-PAN-001,2023-06-03 07:20:00,2023-06-03 08:03:00,False,0
MR-2023-00660,SO-2023-00660,IND-EPL-001,2023-05-11 07:59:00,2023-05-11 08:38:00,False,0
MR-2023-00661,SO-2023-00661,OUT-STR-001,2023-05-17 14:52:00,2023-05-17 15:12:00,False,0
MR-2023-00662,SO-2023-00662,IND-BLB-001,2023-05-19 13:13:00,2023-05-19 13:56:00,False,0
MR-2023-00663,SO-2023-00663,IND-HBU-001,2023-05-11 08:58:00,2023-05-11 09:42:00,False,0
MR-2023-00664,SO-2023-00664,OUT-FLD-001,2023-05-20 13:48:00,2023-05-20 14:05:00,False,0
MR-2023-00665,SO-2023-00665,IND-WGL-001,2023-05-18 13:25:00,2023-05-18 14:06:00,False,0
MR-2023-00666,SO-2023-00666,IND-EPL-001,2023-05-26 07:18:00,2023-05-26 07:57:00,False,0
MR-2023-00667,SO-2023-00667,IND-COB-001,2023-05-25 10:12:00,2023-05-25 16:31:00,True,4
MR-2023-00668,SO-2023-00668,OUT-STR-001,2023-05-22 08:23:00,2023-05-22 08:40:00,False,0
MR-2023-00669,SO-2023-00669,OUT-FLD-001,2023-05-26 13:07:00,2023-05-26 13:40:00,False,0
MR-2023-00670,SO-2023-00670,IND-WGL-001,2023-05-15 12:37:00,2023-05-15 13:15:00,False,0
MR-2023-00671,SO-2023-00671,OUT-FLD-001,2023-05-18 07:02:00,2023-05-18 07:42:00,False,0
MR-2023-00672,SO-2023-00672,OUT-FLD-001,2023-05-16 14:14:00,2023-05-16 14:55:00,False,0
MR-2023-00673,SO-2023-00673,IND-HBU-001,2023-05-19 14:03:00,2023-05-19 14:15:00,False,0
MR-2023-00674,SO-2023-00674,IND-BAT-001,2023-06-03 12:24:00,2023-06-03 13:03:00,False,0
MR-2023-00675,SO-2023-00675,IND-BLB-001,2023-05-17 08:58:00,2023-05-17 09:09:00,False,0
MR-2023-00676,SO-2023-00676,IND-HBU-001,2023-05-26 10:47:00,2023-05-26 11:09:00,False,0
MR-2023-00677,SO-2023-00677,IND-COB-001,2023-05-30 11:38:00,2023-05-30 14:21:00,True,3
MR-2023-00678,SO-2023-00678,IND-COB-001,2023-05-19 08:27:00,2023-05-19 13:05:00,True,4
MR-2023-00679,SO-2023-00679,IND-HBU-001,2023-05-04 13:16:00,2023-05-04 20:30:00,True,15
MR-2023-00680,SO-2023-00680,OUT-STR-001,2023-05-10 12:22:00,2023-05-10 12:43:00,False,0
MR-2023-00681,SO-2023-00681,IND-COB-001,2023-05-14 13:53:00,2023-05-14 14:16:00,False,0
MR-2023-00682,SO-2023-00682,IND-HBU-001,2023-05-04 13:34:00,2023-05-04 13:58:00,False,0
MR-2023-00683,SO-2023-00683,IND-EPL-001,2023-06-01 09:57:00,2023-06-01 15:29:00,True,18
MR-2023-00684,SO-2023-00684,OUT-STR-001,2023-05-21 14:21:00,2023-05-21 14:32:00,False,0
MR-2023-00685,SO-2023-00685,IND-HBU-001,2023-05-26 10:54:00,2023-05-26 11:18:00,False,0
MR-2023-00686,SO-2023-00686,IND-WGL-001,2023-05-04 10:27:00,2023-05-04 11:09:00,False,0
MR-2023-00687,SO-2023-00687,IND-EPL-001,2023-05-17 13:44:00,2023-05-17 13:57:00,False,0
MR-2023-00688,SO-2023-00688,OUT-FLD-001,2023-05-23 08:52:00,2023-05-23 09:09:00,False,0
MR-2023-00689,SO-2023-00689,OUT-STR-001,2023-05-07 09:01:00,2023-05-07 09:12:00,False,0
MR-2023-00690,SO-2023-00690,OUT-STR-001,2023-05-13 12:16:00,2023-05-13 12:59:00,False,0
MR-2023-00691,SO-2023-00691,IND-BLB-001,2023-05-10 11:13:00,2023-05-10 11:39:00,False,0
MR-2023-00692,SO-2023-00692,IND-BLB-001,2023-05-02 10:04:00,2023-05-02 10:33:00,False,0
MR-2023-00693,SO-2023-00693,IND-BAT-001,2023-05-10 09:50:00,2023-05-10 10:29:00,False,0
MR-2023-00694,SO-2023-00694,IND-PAN-001,2023-05-19 08:11:00,2023-05-19 08:46:00,False,0
MR-2023-00695,SO-2023-00695,IND-WGL-001,2023-05-06 14:03:00,2023-05-06 14:36:00,False,0
MR-2023-00696,SO-2023-00696,IND-BLB-001,2023-05-27 11:12:00,2023-05-27 11:28:00,False,0
MR-2023-00697,SO-2023-00697,IND-COB-001,2023-05-06 14:20:00,2023-05-06 14:59:00,False,0
MR-2023-00698,SO-2023-00698,OUT-STR-001,2023-05-03 10:06:00,2023-05-03 10:49:00,False,0
MR-2023-00699,SO-2023-00699,OUT-STR-001,2023-05-19 09:00:00,2023-05-19 09:17:00,False,0
MR-2023-00700,SO-2023-00700,IND-EPL-001,2023-05-06 09:41:00,2023-05-06 10:16:00,False,0
MR-2023-00701,SO-2023-00701,IND-BLB-001,2023-06-29 10:44:00,2023-06-29 11:05:00,False,0
MR-2023-00702,SO-2023-00702,IND-HBU-001,2023-06-15 09:05:00,2023-06-15 09:32:00,False,0
MR-2023-00703,SO-2023-00703,IND-EPL-001,2023-06-17 07:02:00,2023-06-17 07:44:00,False,0
MR-2023-00704,SO-2023-00704,IND-PAN-001,2023-06-21 13:52:00,2023-06-21 18:24:00,True,15
MR-2023-00705,SO-2023-00705,IND-BAT-001,2023-06-16 12:53:00,2023-06-16 13:10:00,False,0
MR-2023-00706,SO-2023-00706,IND-PAN-001,2023-06-25 13:02:00,2023-06-25 13:34:00,False,0
MR-2023-00707,SO-2023-00707,IND-BAT-001,2023-06-09 13:42:00,2023-06-09 14:06:00,False,0
MR-2023-00708,SO-2023-00708,IND-PAN-001,2023-06-15 07:48:00,2023-06-15 08:16:00,False,0
MR-2023-00709,SO-2023-00709,OUT-STR-001,2023-06-26 07:44:00,2023-06-26 08:15:00,False,0
MR-2023-00710,SO-2023-00710,OUT-FLD-001,2023-06-08 08:09:00,2023-06-08 12:24:00,True,10
MR-2023-00711,SO-2023-00711,IND-EPL-001,2023-06-08 13:54:00,2023-06-08 14:33:00,False,0
MR-2023-00712,SO-2023-00712,OUT-FLD-001,2023-06-24 13:27:00,2023-06-24 14:09:00,False,0
MR-2023-00713,SO-2023-00713,IND-EPL-001,2023-06-06 14:53:00,2023-06-06 15:35:00,False,0
MR-2023-00714,SO-2023-00714,IND-WGL-001,2023-06-10 14:39:00,2023-06-10 15:23:00,False,0
MR-2023-00715,SO-2023-00715,IND-BLB-001,2023-06-14 12:47:00,2023-06-14 13:04:00,False,0
MR-2023-00716,SO-2023-00716,IND-EPL-001,2023-07-01 11:41:00,2023-07-01 11:52:00,False,0
MR-2023-00717,SO-2023-00717,IND-BAT-001,2023-06-16 10:16:00,2023-06-16 10:30:00,False,0
MR-2023-00718,SO-2023-00718,IND-COB-001,2023-06-04 14:37:00,2023-06-04 14:47:00,False,0
MR-2023-00719,SO-2023-00719,OUT-FLD-001,2023-06-10 08:53:00,2023-06-10 09:10:00,False,0
MR-2023-00720,SO-2023-00720,IND-HBU-001,2023-06-23 09:28:00,2023-06-23 10:00:00,False,0
MR-2023-00721,SO-2023-00721,IND-COB-001,2023-06-17 13:40:00,2023-06-17 13:56:00,False,0
MR-2023-00722,SO-2023-00722,IND-PAN-001,2023-06-17 10:33:00,2023-06-17 12:20:00,True,84
MR-2023-00723,SO-2023-00723,IND-BLB-001,2023-06-28 10:30:00,2023-06-28 10:59:00,False,0
MR-2023-00724,SO-2023-00724,IND-BAT-001,2023-06-07 10:13:00,2023-06-07 10:52:00,False,0
MR-2023-00725,SO-2023-00725,IND-EPL-001,2023-06-16 10:50:00,2023-06-16 11:11:00,False,0
MR-2023-00726,SO-2023-00726,OUT-FLD-001,2023-06-24 07:08:00,2023-06-24 07:27:00,False,0
MR-2023-00727,SO-2023-00727,OUT-STR-001,2023-06-12 07:37:00,2023-06-12 12:42:00,True,16
MR-2023-00728,SO-2023-00728,OUT-FLD-001,2023-06-28 08:44:00,2023-06-28 09:12:00,False,0
MR-2023-00729,SO-2023-00729,IND-PAN-001,2023-06-26 09:21:00,2023-06-26 10:00:00,False,0
MR-2023-00730,SO-2023-00730,IND-WGL-001,2023-06-28 10:15:00,2023-06-28 10:56:00,False,0
MR-2023-00731,SO-2023-00731,IND-BLB-001,2023-06-17 13:05:00,2023-06-17 13:45:00,False,0
MR-2023-00732,SO-2023-00732,OUT-FLD-001,2023-06-28 08:31:00,2023-06-28 08:45:00,False,0
MR-2023-00733,SO-2023-00733,IND-COB-001,2023-06-29 07:43:00,2023-06-29 08:03:00,False,0
MR-2023-00734,SO-2023-00734,OUT-FLD-001,2023-06-30 07:51:00,2023-06-30 08:14:00,False,0
MR-2023-00735,SO-2023-00735,IND-COB-001,2023-06-30 07:04:00,2023-06-30 07:39:00,False,0
MR-2023-00736,SO-2023-00736,OUT-FLD-001,2023-06-24 11:32:00,2023-06-24 12:14:00,False,0
MR-2023-00737,SO-2023-00737,IND-HBU-001,2023-07-01 13:52:00,2023-07-01 14:16:00,False,0
MR-2023-00738,SO-2023-00738,OUT-STR-001,2023-06-29 12:35:00,2023-06-29 20:02:00,True,30
MR-2023-00739,SO-2023-00739,IND-COB-001,2023-06-03 11:32:00,2023-06-03 15:37:00,True,2
MR-2023-00740,SO-2023-00740,IND-BAT-001,2023-06-10 10:55:00,2023-06-10 11:21:00,False,0
MR-2023-00741,SO-2023-00741,IND-HBU-001,2023-07-02 13:03:00,2023-07-02 13:38:00,False,0
MR-2023-00742,SO-2023-00742,OUT-FLD-001,2023-06-23 08:36:00,2023-06-23 09:16:00,False,0
MR-2023-00743,SO-2023-00743,IND-COB-001,2023-06-08 14:48:00,2023-06-08 15:22:00,False,0
MR-2023-00744,SO-2023-00744,IND-WGL-001,2023-06-21 08:19:00,2023-06-21 12:51:00,True,6
MR-2023-00745,SO-2023-00745,IND-PAN-001,2023-06-18 09:34:00,2023-06-18 09:55:00,False,0
MR-2023-00746,SO-2023-00746,IND-HBU-001,2023-06-07 08:53:00,2023-06-07 09:11:00,False,0
MR-2023-00747,SO-2023-00747,OUT-FLD-001,2023-07-01 08:04:00,2023-07-01 08:29:00,False,0
MR-2023-00748,SO-2023-00748,IND-HBU-001,2023-06-10 13:15:00,2023-06-10 13:30:00,False,0
MR-2023-00749,SO-2023-00749,IND-EPL-001,2023-06-22 12:10:00,2023-06-22 13:48:00,True,63
MR-2023-00750,SO-2023-00750,IND-COB-001,2023-07-01 07:50:00,2023-07-01 08:26:00,False,0
MR-2023-00751,SO-2023-00751,IND-WGL-001,2023-07-01 10:40:00,2023-07-01 11:15:00,False,0
MR-2023-00752,SO-2023-00752,IND-COB-001,2023-06-25 13:03:00,2023-06-25 13:16:00,False,0
MR-2023-00753,SO-2023-00753,IND-EPL-001,2023-06-23 14:01:00,2023-06-23 14:16:00,False,0
MR-2023-00754,SO-2023-00754,OUT-STR-001,2023-06-13 12:50:00,2023-06-13 13:04:00,False,0
MR-2023-00755,SO-2023-00755,IND-PAN-001,2023-06-10 09:41:00,2023-06-10 10:17:00,False,0
MR-2023-00756,SO-2023-00756,IND-PAN-001,2023-07-01 10:39:00,2023-07-01 11:14:00,False,0
MR-2023-00757,SO-2023-00757,OUT-STR-001,2023-06-22 08:50:00,2023-06-22 09:00:00,False,0
MR-2023-00758,SO-2023-00758,IND-HBU-001,2023-06-29 14:39:00,2023-06-29 15:02:00,False,0
MR-2023-00759,SO-2023-00759,IND-WGL-001,2023-06-09 09:36:00,2023-06-09 09:59:00,False,0
MR-2023-00760,SO-2023-00760,IND-EPL-001,2023-06-25 10:27:00,2023-06-25 10:47:00,False,0
MR-2023-00761,SO-2023-00761,IND-HBU-001,2023-06-29 13:42:00,2023-06-29 14:15:00,False,0
MR-2023-00762,SO-2023-00762,OUT-FLD-001,2023-06-29 08:51:00,2023-06-29 13:59:00,True,23
MR-2023-00763,SO-2023-00763,IND-EPL-001,2023-06-29 13:16:00,2023-06-29 13:44:00,False,0
MR-2023-00764,SO-2023-00764,IND-HBU-001,2023-06-28 14:33:00,2023-06-28 15:08:00,False,0
MR-2023-00765,SO-2023-00765,IND-BLB-001,2023-06-29 11:55:00,2023-06-29 12:15:00,False,0
MR-2023-00766,SO-2023-00766,IND-PAN-001,2023-06-30 09:56:00,2023-06-30 16:54:00,True,63
MR-2023-00767,SO-2023-00767,OUT-STR-001,2023-06-22 08:19:00,2023-06-22 09:02:00,False,0
MR-2023-00768,SO-2023-00768,IND-EPL-001,2023-06-03 10:05:00,2023-06-03 10:48:00,False,0
MR-2023-00769,SO-2023-00769,IND-HBU-001,2023-06-15 10:58:00,2023-06-15 13:45:00,True,13
MR-2023-00770,SO-2023-00770,IND-HBU-001,2023-06-24 10:04:00,2023-06-24 10:19:00,False,0
MR-2023-00771,SO-2023-00771,OUT-FLD-001,2023-07-02 12:19:00,2023-07-02 13:02:00,False,0
MR-2023-00772,SO-2023-00772,OUT-FLD-001,2023-06-24 08:41:00,2023-06-24 09:23:00,False,0
MR-2023-00773,SO-2023-00773,OUT-STR-001,2023-06-30 07:10:00,2023-06-30 07:46:00,False,0
MR-2023-00774,SO-2023-00774,IND-BLB-001,2023-06-08 13:07:00,2023-06-08 13:32:00,False,0
MR-2023-00775,SO-2023-00775,IND-HBU-001,2023-06-13 11:47:00,2023-06-13 11:59:00,False,0
MR-2023-00776,SO-2023-00776,IND-BAT-001,2023-06-13 11:44:00,2023-06-13 11:57:00,False,0
MR-2023-00777,SO-2023-00777,IND-EPL-001,2023-06-22 07:17:00,2023-06-22 07:41:00,False,0
MR-2023-00778,SO-2023-00778,IND-BAT-001,2023-06-28 11:43:00,2023-06-28 11:56:00,False,0
MR-2023-00779,SO-2023-00779,IND-BLB-001,2023-06-23 08:18:00,2023-06-23 08:49:00,False,0
MR-2023-00780,SO-2023-00780,IND-BAT-001,2023-06-30 07:26:00,2023-06-30 07:38:00,False,0
MR-2023-00781,SO-2023-00781,IND-BLB-001,2023-06-08 12:54:00,2023-06-08 13:05:00,False,0
MR-2023-00782,SO-2023-00782,OUT-STR-001,2023-06-16 14:50:00,2023-06-16 15:34:00,False,0
MR-2023-00783,SO-2023-00783,IND-HBU-001,2023-07-01 12:07:00,2023-07-01 12:48:00,False,0
MR-2023-00784,SO-2023-00784,OUT-FLD-001,2023-06-10 11:24:00,2023-06-10 17:05:00,True,20
MR-2023-00785,SO-2023-00785,IND-COB-001,2023-06-15 09:20:00,2023-06-15 09:58:00,False,0
MR-2023-00786,SO-2023-00786,OUT-STR-001,2023-07-02 07:40:00,2023-07-02 08:10:00,False,0
MR-2023-00787,SO-2023-00787,IND-EPL-001,2023-06-02 11:15:00,2023-06-02 11:52:00,False,0
MR-2023-00788,SO-2023-00788,IND-BAT-001,2023-06-15 07:36:00,2023-06-15 07:46:00,False,0
MR-2023-00789,SO-2023-00789,IND-EPL-001,2023-07-01 08:27:00,2023-07-01 08:56:00,False,0
MR-2023-00790,SO-2023-00790,OUT-FLD-001,2023-06-04 09:46:00,2023-06-04 10:11:00,False,0
MR-2023-00791,SO-2023-00791,IND-EPL-001,2023-06-10 14:40:00,2023-06-10 15:14:00,False,0
MR-2023-00792,SO-2023-00792,OUT-STR-001,2023-07-01 09:06:00,2023-07-01 09:17:00,False,0
MR-2023-00793,SO-2023-00793,IND-COB-001,2023-06-14 11:59:00,2023-06-14 12:42:00,False,0
MR-2023-00794,SO-2023-00794,IND-HBU-001,2023-06-02 08:18:00,2023-06-02 08:28:00,False,0
MR-2023-00795,SO-2023-00795,IND-PAN-001,2023-06-08 14:50:00,2023-06-08 15:12:00,False,0
MR-2023-00796,SO-2023-00796,IND-PAN-001,2023-06-02 07:23:00,2023-06-02 07:52:00,False,0
MR-2023-00797,SO-2023-00797,IND-PAN-001,2023-06-28 07:44:00,2023-06-28 14:52:00,True,41
MR-2023-00798,SO-2023-00798,IND-EPL-001,2023-06-17 13:08:00,2023-06-17 13:46:00,False,0
MR-2023-00799,SO-2023-00799,IND-BLB-001,2023-06-21 10:40:00,2023-06-21 11:15:00,False,0
MR-2023-00800,SO-2023-00800,IND-EPL-001,2023-06-29 09:11:00,2023-06-29 09:44:00,False,0
MR-2023-00801,SO-2023-00801,IND-WGL-001,2023-07-01 11:43:00,2023-07-01 12:23:00,False,0
MR-2023-00802,SO-2023-00802,OUT-FLD-001,2023-06-16 11:32:00,2023-06-16 12:05:00,False,0
MR-2023-00803,SO-2023-00803,IND-BLB-001,2023-06-26 08:57:00,2023-06-26 09:08:00,False,0
MR-2023-00804,SO-2023-00804,IND-EPL-001,2023-07-03 08:43:00,2023-07-03 09:03:00,False,0
MR-2023-00805,SO-2023-00805,IND-COB-001,2023-06-17 13:20:00,2023-06-17 18:12:00,True,11
MR-2023-00806,SO-2023-00806,OUT-FLD-001,2023-06-09 14:57:00,2023-06-09 15:23:00,False,0
MR-2023-00807,SO-2023-00807,IND-PAN-001,2023-06-19 12:59:00,2023-06-19 13:19:00,False,0
MR-2023-00808,SO-2023-00808,OUT-STR-001,2023-06-19 09:57:00,2023-06-19 15:28:00,True,14
MR-2023-00809,SO-2023-00809,OUT-STR-001,2023-07-03 07:58:00,2023-07-03 08:13:00,False,0
MR-2023-00810,SO-2023-00810,IND-WGL-001,2023-06-06 09:01:00,2023-06-06 09:17:00,False,0
MR-2023-00811,SO-2023-00811,IND-HBU-001,2023-06-11 14:25:00,2023-06-11 20:40:00,True,5
MR-2023-00812,SO-2023-00812,OUT-STR-001,2023-06-23 13:35:00,2023-06-23 14:03:00,False,0
MR-2023-00813,SO-2023-00813,IND-COB-001,2023-06-30 07:28:00,2023-06-30 07:53:00,False,0
MR-2023-00814,SO-2023-00814,IND-BAT-001,2023-06-30 07:41:00,2023-06-30 08:25:00,False,0
MR-2023-00815,SO-2023-00815,OUT-FLD-001,2023-06-29 07:25:00,2023-06-29 07:46:00,False,0
MR-2023-00816,SO-2023-00816,IND-WGL-001,2023-06-03 14:31:00,2023-06-03 15:05:00,False,0
MR-2023-00817,SO-2023-00817,IND-EPL-001,2023-06-08 14:18:00,2023-06-08 14:38:00,False,0
MR-2023-00818,SO-2023-00818,IND-BAT-001,2023-06-08 13:43:00,2023-06-08 14:13:00,False,0
MR-2023-00819,SO-2023-00819,IND-WGL-001,2023-06-19 13:24:00,2023-06-19 13:43:00,False,0
MR-2023-00820,SO-2023-00820,IND-EPL-001,2023-06-08 13:43:00,2023-06-08 14:02:00,False,0
MR-2023-00821,SO-2023-00821,OUT-FLD-001,2023-06-21 13:12:00,2023-06-21 13:33:00,False,0
MR-2023-00822,SO-2023-00822,IND-COB-001,2023-06-18 13:22:00,2023-06-18 13:48:00,False,0
MR-2023-00823,SO-2023-00823,IND-EPL-001,2023-06-11 07:21:00,2023-06-11 07:37:00,False,0
MR-2023-00824,SO-2023-00824,OUT-STR-001,2023-06-08 13:22:00,2023-06-08 13:49:00,False,0
MR-2023-00825,SO-2023-00825,IND-COB-001,2023-06-13 14:50:00,2023-06-13 15:12:00,False,0
MR-2023-00826,SO-2023-00826,IND-BLB-001,2023-06-14 14:35:00,2023-06-14 14:58:00,False,0
MR-2023-00827,SO-2023-00827,IND-BLB-001,2023-07-01 13:54:00,2023-07-01 14:14:00,False,0
MR-2023-00828,SO-2023-00828,IND-WGL-001,2023-06-03 13:08:00,2023-06-03 13:26:00,False,0
MR-2023-00829,SO-2023-00829,OUT-STR-001,2023-06-24 08:00:00,2023-06-24 08:39:00,False,0
MR-2023-00830,SO-2023-00830,IND-EPL-001,2023-06-03 11:08:00,2023-06-03 11:37:00,False,0
MR-2023-00831,SO-2023-00831,IND-WGL-001,2023-06-23 08:42:00,2023-06-23 09:16:00,False,0
MR-2023-00832,SO-2023-00832,IND-COB-001,2023-06-30 08:13:00,2023-06-30 08:49:00,False,0
MR-2023-00833,SO-2023-00833,OUT-STR-001,2023-06-17 11:35:00,2023-06-17 12:03:00,False,0
MR-2023-00834,SO-2023-00834,IND-EPL-001,2023-06-17 11:32:00,2023-06-17 11:45:00,False,0
MR-2023-00835,SO-2023-00835,OUT-STR-001,2023-06-17 10:17:00,2023-06-17 10:47:00,False,0
MR-2023-00836,SO-2023-00836,OUT-STR-001,2023-07-01 09:24:00,2023-07-01 09:36:00,False,0
MR-2023-00837,SO-2023-00837,IND-PAN-001,2023-06-08 11:03:00,2023-06-08 11:45:00,False,0
MR-2023-00838,SO-2023-00838,IND-BAT-001,2023-06-30 07:37:00,2023-06-30 08:00:00,False,0
MR-2023-00839,SO-2023-00839,IND-HBU-001,2023-06-28 11:39:00,2023-06-28 19:06:00,True,11
MR-2023-00840,SO-2023-00840,OUT-STR-001,2023-06-23 10:46:00,2023-06-23 11:03:00,False,0
MR-2023-00841,SO-2023-00841,IND-COB-001,2023-06-22 11:47:00,2023-06-22 13:39:00,True,2
MR-2023-00842,SO-2023-00842,IND-BAT-001,2023-06-07 13:28:00,2023-06-07 13:47:00,False,0
MR-2023-00843,SO-2023-00843,IND-WGL-001,2023-06-11 11:27:00,2023-06-11 11:59:00,False,0
