qc_id,batch_id,stage,sku,inspected_date,units_inspected,units_passed,units_rejected,defect_reason
923,B-000462,PRODUCTION_QC,IND-HBU-001,2023-04-08,316,306,10,HOUSING_SCRATCH
924,B-000462,PACKAGING_QC,IND-HBU-001,2023-04-08,306,298,8,POOR_PACKAGING
925,B-000463,PRODUCTION_QC,IND-COB-001,2023-04-10,961,957,4,HOUSING_SCRATCH
926,B-000463,PACKAGING_QC,IND-COB-001,2023-04-10,957,951,6,POOR_PACKAGING
927,B-000464,PRODUCTION_QC,IND-COB-001,2023-04-10,956,942,14,DUST_CONTAMINATION
928,B-000464,PACKAGING_QC,IND-COB-001,2023-04-10,942,941,1,POOR_PACKAGING
929,B-000465,PRODUCTION_QC,IND-HBU-001,2023-04-10,300,287,13,HOUSING_SCRATCH
930,B-000465,PACKAGING_QC,IND-HBU-001,2023-04-10,287,281,6,DUST_CONTAMINATION
931,B-000466,PRODUCTION_QC,IND-HBU-001,2023-04-10,248,238,10,POOR_PACKAGING
932,B-000466,PACKAGING_QC,IND-HBU-001,2023-04-10,238,233,5,HOUSING_DAMAGE_ASSEMBLY
933,B-000467,PRODUCTION_QC,IND-HBU-001,2023-04-10,225,215,10,HOUSING_SCRATCH
934,B-000467,PACKAGING_QC,IND-HBU-001,2023-04-10,215,211,4,POOR_PACKAGING
935,B-000468,PRODUCTION_QC,IND-HBU-001,2023-04-10,276,266,10,SOLDER_FAIL
936,B-000468,PACKAGING_QC,IND-HBU-001,2023-04-10,266,263,3,SOLDER_FAIL
937,B-000469,PRODUCTION_QC,IND-WGL-001,2023-04-11,484,472,12,POOR_PACKAGING
938,B-000469,PACKAGING_QC,IND-WGL-001,2023-04-11,472,464,8,POOR_PACKAGING
939,B-000470,PRODUCTION_QC,IND-WGL-001,2023-04-11,584,568,16,FLICKER
940,B-000470,PACKAGING_QC,IND-WGL-001,2023-04-11,568,557,11,FLICKER
941,B-000471,PRODUCTION_QC,IND-HBU-001,2023-04-11,240,233,7,HOUSING_DAMAGE_ASSEMBLY
942,B-000471,PACKAGING_QC,IND-HBU-001,2023-04-11,233,231,2,FLICKER
943,B-000472,PRODUCTION_QC,IND-HBU-001,2023-04-11,277,265,12,DUST_CONTAMINATION
944,B-000472,PACKAGING_QC,IND-HBU-001,2023-04-11,265,261,4,SOLDER_FAIL
945,B-000473,PRODUCTION_QC,IND-HBU-001,2023-04-11,204,195,9,COLOR_CONTAMINATION
946,B-000473,PACKAGING_QC,IND-HBU-001,2023-04-11,195,191,4,POOR_PACKAGING
947,B-000474,PRODUCTION_QC,IND-COB-001,2023-04-11,759,748,11,POOR_PACKAGING
948,B-000474,PACKAGING_QC,IND-COB-001,2023-04-11,748,740,8,POOR_PACKAGING
949,B-000475,PRODUCTION_QC,IND-WGL-001,2023-04-12,668,656,12,POOR_PACKAGING
950,B-000475,PACKAGING_QC,IND-WGL-001,2023-04-12,656,645,11,DUST_CONTAMINATION
951,B-000476,PRODUCTION_QC,IND-WGL-001,2023-04-12,615,602,13,HOUSING_DAMAGE_ASSEMBLY
952,B-000476,PACKAGING_QC,IND-WGL-001,2023-04-12,602,598,4,HOUSING_DAMAGE_ASSEMBLY
953,B-000477,PRODUCTION_QC,IND-HBU-001,2023-04-12,236,226,10,DRIVER_FAULT
954,B-000477,PACKAGING_QC,IND-HBU-001,2023-04-12,226,222,4,DUST_CONTAMINATION
955,B-000478,PRODUCTION_QC,OUT-FLD-001,2023-04-12,329,320,9,LUMEN_OUT_OF_SPEC
956,B-000478,PACKAGING_QC,OUT-FLD-001,2023-04-12,320,317,3,LUMEN_OUT_OF_SPEC
957,B-000479,PRODUCTION_QC,IND-COB-001,2023-04-12,1013,1001,12,HOUSING_DAMAGE_ASSEMBLY
958,B-000479,PACKAGING_QC,IND-COB-001,2023-04-12,1001,988,13,DUST_CONTAMINATION
959,B-000480,PRODUCTION_QC,IND-COB-001,2023-04-12,826,804,22,FLICKER
960,B-000480,PACKAGING_QC,IND-COB-001,2023-04-12,804,793,11,POOR_PACKAGING
961,B-000481,PRODUCTION_QC,IND-WGL-001,2023-04-13,599,588,11,DUST_CONTAMINATION
962,B-000481,PACKAGING_QC,IND-WGL-001,2023-04-13,588,581,7,SOLDER_FAIL
963,B-000482,PRODUCTION_QC,IND-WGL-001,2023-04-13,591,577,14,DRIVER_FAULT
964,B-000482,PACKAGING_QC,IND-WGL-001,2023-04-13,577,576,1,HOUSING_DAMAGE_ASSEMBLY
965,B-000483,PRODUCTION_QC,OUT-FLD-001,2023-04-13,343,331,12,POOR_PACKAGING
966,B-000483,PACKAGING_QC,OUT-FLD-001,2023-04-13,331,325,6,SOLDER_FAIL
967,B-000484,PRODUCTION_QC,OUT-FLD-001,2023-04-13,360,350,10,DRIVER_FAULT
968,B-000484,PACKAGING_QC,OUT-FLD-001,2023-04-13,350,346,4,DUST_CONTAMINATION
969,B-000485,PRODUCTION_QC,IND-WGL-001,2023-04-13,556,538,18,POOR_PACKAGING
970,B-000485,PACKAGING_QC,IND-WGL-001,2023-04-13,538,533,5,HOUSING_SCRATCH
971,B-000486,PRODUCTION_QC,IND-WGL-001,2023-04-13,589,576,13,DUST_CONTAMINATION
972,B-000486,PACKAGING_QC,IND-WGL-001,2023-04-13,576,566,10,POOR_PACKAGING
973,B-000487,PRODUCTION_QC,IND-COB-001,2023-04-14,840,827,13,HOUSING_SCRATCH
974,B-000487,PACKAGING_QC,IND-COB-001,2023-04-14,827,817,10,HOUSING_SCRATCH
975,B-000488,PRODUCTION_QC,IND-COB-001,2023-04-14,1004,975,29,DUST_CONTAMINATION
976,B-000488,PACKAGING_QC,IND-COB-001,2023-04-14,975,972,3,POOR_PACKAGING
977,B-000489,PRODUCTION_QC,OUT-FLD-001,2023-04-14,327,315,12,DRIVER_FAULT
978,B-000489,PACKAGING_QC,OUT-FLD-001,2023-04-14,315,309,6,COLOR_CONTAMINATION
979,B-000490,PRODUCTION_QC,IND-HBU-001,2023-04-14,254,242,12,HOUSING_SCRATCH
980,B-000490,PACKAGING_QC,IND-HBU-001,2023-04-14,242,238,4,HOUSING_SCRATCH
981,B-000491,PRODUCTION_QC,IND-WGL-001,2023-04-14,473,465,8,FLICKER
982,B-000491,PACKAGING_QC,IND-WGL-001,2023-04-14,465,462,3,HOUSING_SCRATCH
983,B-000492,PRODUCTION_QC,IND-WGL-001,2023-04-14,535,521,14,HOUSING_SCRATCH
984,B-000492,PACKAGING_QC,IND-WGL-001,2023-04-14,521,512,9,FLICKER
985,B-000493,PRODUCTION_QC,IND-COB-001,2023-04-15,999,980,19,SOLDER_FAIL
986,B-000493,PACKAGING_QC,IND-COB-001,2023-04-15,980,968,12,FLICKER
987,B-000494,PRODUCTION_QC,IND-HBU-001,2023-04-15,336,326,10,SOLDER_FAIL
988,B-000494,PACKAGING_QC,IND-HBU-001,2023-04-15,326,321,5,DUST_CONTAMINATION
989,B-000495,PRODUCTION_QC,IND-WGL-001,2023-04-15,502,485,17,DUST_CONTAMINATION
990,B-000495,PACKAGING_QC,IND-WGL-001,2023-04-15,485,476,9,DRIVER_FAULT
991,B-000496,PRODUCTION_QC,IND-COB-001,2023-04-17,818,794,24,SOLDER_FAIL
992,B-000496,PACKAGING_QC,IND-COB-001,2023-04-17,794,786,8,POOR_PACKAGING
993,B-000497,PRODUCTION_QC,IND-COB-001,2023-04-17,833,824,9,DRIVER_FAULT
994,B-000497,PACKAGING_QC,IND-COB-001,2023-04-17,824,815,9,HOUSING_SCRATCH
995,B-000498,PRODUCTION_QC,IND-HBU-001,2023-04-17,326,316,10,HOUSING_SCRATCH
996,B-000498,PACKAGING_QC,IND-HBU-001,2023-04-17,316,309,7,POOR_PACKAGING
997,B-000499,PRODUCTION_QC,IND-HBU-001,2023-04-17,309,299,10,HOUSING_DAMAGE_ASSEMBLY
998,B-000499,PACKAGING_QC,IND-HBU-001,2023-04-17,299,293,6,POOR_PACKAGING
999,B-000500,PRODUCTION_QC,IND-WGL-001,2023-04-17,609,593,16,HOUSING_SCRATCH
1000,B-000500,PACKAGING_QC,IND-WGL-001,2023-04-17,593,585,8,POOR_PACKAGING
1001,B-000501,PRODUCTION_QC,IND-WGL-001,2023-04-17,575,557,18,POOR_PACKAGING
1002,B-000501,PACKAGING_QC,IND-WGL-001,2023-04-17,557,556,1,HOUSING_DAMAGE_ASSEMBLY
1003,B-000502,PRODUCTION_QC,IND-COB-001,2023-04-18,959,938,21,HOUSING_SCRATCH
1004,B-000502,PACKAGING_QC,IND-COB-001,2023-04-18,938,937,1,POOR_PACKAGING
1005,B-000503,PRODUCTION_QC,IND-COB-001,2023-04-18,987,971,16,DUST_CONTAMINATION
1006,B-000503,PACKAGING_QC,IND-COB-001,2023-04-18,971,961,10,POOR_PACKAGING
1007,B-000504,PRODUCTION_QC,IND-HBU-001,2023-04-18,318,308,10,DRIVER_FAULT
1008,B-000504,PACKAGING_QC,IND-HBU-001,2023-04-18,308,301,7,POOR_PACKAGING
1009,B-000505,PRODUCTION_QC,IND-HBU-001,2023-04-18,328,317,11,HOUSING_SCRATCH
1010,B-000505,PACKAGING_QC,IND-HBU-001,2023-04-18,317,311,6,POOR_PACKAGING
1011,B-000506,PRODUCTION_QC,IND-WGL-001,2023-04-18,623,610,13,HOUSING_DAMAGE_ASSEMBLY
1012,B-000506,PACKAGING_QC,IND-WGL-001,2023-04-18,610,596,14,POOR_PACKAGING
1013,B-000507,PRODUCTION_QC,IND-HBU-001,2023-04-18,299,289,10,HOUSING_SCRATCH
1014,B-000507,PACKAGING_QC,IND-HBU-001,2023-04-18,289,284,5,DRIVER_FAULT
1015,B-000508,PRODUCTION_QC,IND-COB-001,2023-04-19,986,968,18,POOR_PACKAGING
1016,B-000508,PACKAGING_QC,IND-COB-001,2023-04-19,968,960,8,POOR_PACKAGING
1017,B-000509,PRODUCTION_QC,IND-COB-001,2023-04-19,970,936,34,FLICKER
1018,B-000509,PACKAGING_QC,IND-COB-001,2023-04-19,936,931,5,POOR_PACKAGING
1019,B-000510,PRODUCTION_QC,IND-HBU-001,2023-04-19,340,323,17,POOR_PACKAGING
1020,B-000510,PACKAGING_QC,IND-HBU-001,2023-04-19,323,316,7,POOR_PACKAGING
1021,B-000511,PRODUCTION_QC,IND-HBU-001,2023-04-19,289,277,12,HOUSING_SCRATCH
1022,B-000511,PACKAGING_QC,IND-HBU-001,2023-04-19,277,272,5,POOR_PACKAGING
1023,B-000512,PRODUCTION_QC,IND-HBU-001,2023-04-19,269,257,12,DUST_CONTAMINATION
1024,B-000512,PACKAGING_QC,IND-HBU-001,2023-04-19,257,253,4,DUST_CONTAMINATION
1025,B-000513,PRODUCTION_QC,IND-HBU-001,2023-04-19,291,279,12,FLICKER
1026,B-000513,PACKAGING_QC,IND-HBU-001,2023-04-19,279,274,5,DRIVER_FAULT
1027,B-000514,PRODUCTION_QC,IND-COB-001,2023-04-20,997,964,33,POOR_PACKAGING
1028,B-000514,PACKAGING_QC,IND-COB-001,2023-04-20,964,954,10,FLICKER
1029,B-000515,PRODUCTION_QC,IND-PAN-001,2023-04-20,475,459,16,DUST_CONTAMINATION
1030,B-000515,PACKAGING_QC,IND-PAN-001,2023-04-20,459,450,9,LUMEN_OUT_OF_SPEC
1031,B-000516,PRODUCTION_QC,IND-HBU-001,2023-04-20,284,272,12,HOUSING_SCRATCH
1032,B-000516,PACKAGING_QC,IND-HBU-001,2023-04-20,272,268,4,POOR_PACKAGING
1033,B-000517,PRODUCTION_QC,IND-HBU-001,2023-04-20,288,275,13,FLICKER
1034,B-000517,PACKAGING_QC,IND-HBU-001,2023-04-20,275,271,4,HOUSING_DAMAGE_ASSEMBLY
1035,B-000518,PRODUCTION_QC,IND-HBU-001,2023-04-20,334,320,14,SOLDER_FAIL
1036,B-000518,PACKAGING_QC,IND-HBU-001,2023-04-20,320,314,6,SOLDER_FAIL
1037,B-000519,PRODUCTION_QC,IND-HBU-001,2023-04-20,296,283,13,HOUSING_SCRATCH
1038,B-000519,PACKAGING_QC,IND-HBU-001,2023-04-20,283,277,6,POOR_PACKAGING
1039,B-000520,PRODUCTION_QC,IND-PAN-001,2023-04-21,389,375,14,HOUSING_SCRATCH
1040,B-000520,PACKAGING_QC,IND-PAN-001,2023-04-21,375,370,5,SOLDER_FAIL
1041,B-000521,PRODUCTION_QC,IND-PAN-001,2023-04-21,538,525,13,DUST_CONTAMINATION
1042,B-000521,PACKAGING_QC,IND-PAN-001,2023-04-21,525,517,8,SOLDER_FAIL
1043,B-000522,PRODUCTION_QC,OUT-STR-001,2023-04-21,176,167,9,POOR_PACKAGING
1044,B-000522,PACKAGING_QC,OUT-STR-001,2023-04-21,167,165,2,SOLDER_FAIL
1045,B-000523,PRODUCTION_QC,OUT-STR-001,2023-04-21,190,182,8,DRIVER_FAULT
1046,B-000523,PACKAGING_QC,OUT-STR-001,2023-04-21,182,179,3,DUST_CONTAMINATION
1047,B-000524,PRODUCTION_QC,IND-HBU-001,2023-04-21,261,249,12,HOUSING_SCRATCH
1048,B-000524,PACKAGING_QC,IND-HBU-001,2023-04-21,249,246,3,SOLDER_FAIL
1049,B-000525,PRODUCTION_QC,IND-HBU-001,2023-04-21,323,308,15,COLOR_CONTAMINATION
1050,B-000525,PACKAGING_QC,IND-HBU-001,2023-04-21,308,302,6,POOR_PACKAGING
1051,B-000526,PRODUCTION_QC,IND-PAN-001,2023-04-22,471,457,14,LUMEN_OUT_OF_SPEC
1052,B-000526,PACKAGING_QC,IND-PAN-001,2023-04-22,457,444,13,FLICKER
1053,B-000527,PRODUCTION_QC,OUT-STR-001,2023-04-22,246,236,10,HOUSING_SCRATCH
1054,B-000527,PACKAGING_QC,OUT-STR-001,2023-04-22,236,231,5,HOUSING_DAMAGE_ASSEMBLY
1055,B-000528,PRODUCTION_QC,IND-COB-001,2023-04-22,735,724,11,HOUSING_SCRATCH
1056,B-000528,PACKAGING_QC,IND-COB-001,2023-04-22,724,716,8,HOUSING_SCRATCH
1057,B-000529,PRODUCTION_QC,IND-EPL-001,2023-04-24,460,446,14,HOUSING_SCRATCH
1058,B-000529,PACKAGING_QC,IND-EPL-001,2023-04-24,446,440,6,POOR_PACKAGING
1059,B-000530,PRODUCTION_QC,IND-EPL-001,2023-04-24,497,482,15,FLICKER
1060,B-000530,PACKAGING_QC,IND-EPL-001,2023-04-24,482,475,7,HOUSING_DAMAGE_ASSEMBLY
1061,B-000531,PRODUCTION_QC,IND-WGL-001,2023-04-24,454,439,15,HOUSING_DAMAGE_ASSEMBLY
1062,B-000531,PACKAGING_QC,IND-WGL-001,2023-04-24,439,437,2,POOR_PACKAGING
1063,B-000532,PRODUCTION_QC,IND-WGL-001,2023-04-24,547,533,14,HOUSING_SCRATCH
1064,B-000532,PACKAGING_QC,IND-WGL-001,2023-04-24,533,527,6,HOUSING_SCRATCH
1065,B-000533,PRODUCTION_QC,IND-COB-001,2023-04-24,939,921,18,FLICKER
1066,B-000533,PACKAGING_QC,IND-COB-001,2023-04-24,921,907,14,HOUSING_SCRATCH
1067,B-000534,PRODUCTION_QC,IND-COB-001,2023-04-24,1029,1013,16,FLICKER
1068,B-000534,PACKAGING_QC,IND-COB-001,2023-04-24,1013,1000,13,DUST_CONTAMINATION
1069,B-000535,PRODUCTION_QC,IND-EPL-001,2023-04-25,469,449,20,DUST_CONTAMINATION
1070,B-000535,PACKAGING_QC,IND-EPL-001,2023-04-25,449,443,6,DUST_CONTAMINATION
1071,B-000536,PRODUCTION_QC,IND-PAN-001,2023-04-25,416,405,11,HOUSING_DAMAGE_ASSEMBLY
1072,B-000536,PACKAGING_QC,IND-PAN-001,2023-04-25,405,397,8,FLICKER
1073,B-000537,PRODUCTION_QC,IND-WGL-001,2023-04-25,582,563,19,COLOR_CONTAMINATION
1074,B-000537,PACKAGING_QC,IND-WGL-001,2023-04-25,563,559,4,POOR_PACKAGING
1075,B-000538,PRODUCTION_QC,IND-WGL-001,2023-04-25,507,488,19,POOR_PACKAGING
1076,B-000538,PACKAGING_QC,IND-WGL-001,2023-04-25,488,484,4,DUST_CONTAMINATION
1077,B-000539,PRODUCTION_QC,IND-COB-001,2023-04-25,1076,1056,20,HOUSING_SCRATCH
1078,B-000539,PACKAGING_QC,IND-COB-001,2023-04-25,1056,1044,12,COLOR_CONTAMINATION
1079,B-000540,PRODUCTION_QC,IND-COB-001,2023-04-25,995,968,27,HOUSING_SCRATCH
1080,B-000540,PACKAGING_QC,IND-COB-001,2023-04-25,968,958,10,DUST_CONTAMINATION
1081,B-000541,PRODUCTION_QC,IND-PAN-001,2023-04-26,460,446,14,FLICKER
1082,B-000541,PACKAGING_QC,IND-PAN-001,2023-04-26,446,441,5,POOR_PACKAGING
1083,B-000542,PRODUCTION_QC,IND-PAN-001,2023-04-26,537,521,16,HOUSING_SCRATCH
1084,B-000542,PACKAGING_QC,IND-PAN-001,2023-04-26,521,508,13,DUST_CONTAMINATION
1085,B-000543,PRODUCTION_QC,IND-WGL-001,2023-04-26,577,559,18,DUST_CONTAMINATION
1086,B-000543,PACKAGING_QC,IND-WGL-001,2023-04-26,559,552,7,DUST_CONTAMINATION
1087,B-000544,PRODUCTION_QC,IND-WGL-001,2023-04-26,510,496,14,HOUSING_DAMAGE_ASSEMBLY
1088,B-000544,PACKAGING_QC,IND-WGL-001,2023-04-26,496,492,4,COLOR_CONTAMINATION
1089,B-000545,PRODUCTION_QC,IND-COB-001,2023-04-26,1014,986,28,POOR_PACKAGING
1090,B-000545,PACKAGING_QC,IND-COB-001,2023-04-26,986,975,11,POOR_PACKAGING
1091,B-000546,PRODUCTION_QC,IND-COB-001,2023-04-26,894,872,22,HOUSING_DAMAGE_ASSEMBLY
1092,B-000546,PACKAGING_QC,IND-COB-001,2023-04-26,872,865,7,FLICKER
1093,B-000547,PRODUCTION_QC,IND-PAN-001,2023-04-27,614,600,14,FLICKER
1094,B-000547,PACKAGING_QC,IND-PAN-001,2023-04-27,600,589,11,HOUSING_DAMAGE_ASSEMBLY
1095,B-000548,PRODUCTION_QC,IND-PAN-001,2023-04-27,488,474,14,POOR_PACKAGING
1096,B-000548,PACKAGING_QC,IND-PAN-001,2023-04-27,474,469,5,DUST_CONTAMINATION
1097,B-000549,PRODUCTION_QC,IND-WGL-001,2023-04-27,531,512,19,HOUSING_SCRATCH
1098,B-000549,PACKAGING_QC,IND-WGL-001,2023-04-27,512,508,4,HOUSING_SCRATCH
1099,B-000550,PRODUCTION_QC,IND-WGL-001,2023-04-27,596,581,15,DRIVER_FAULT
1100,B-000550,PACKAGING_QC,IND-WGL-001,2023-04-27,581,568,13,POOR_PACKAGING
1101,B-000551,PRODUCTION_QC,IND-COB-001,2023-04-27,613,595,18,HOUSING_SCRATCH
1102,B-000551,PACKAGING_QC,IND-COB-001,2023-04-27,595,588,7,HOUSING_SCRATCH
1103,B-000552,PRODUCTION_QC,OUT-FLD-001,2023-04-27,329,313,16,DUST_CONTAMINATION
1104,B-000552,PACKAGING_QC,OUT-FLD-001,2023-04-27,313,308,5,POOR_PACKAGING
1105,B-000553,PRODUCTION_QC,IND-PAN-001,2023-04-28,580,563,17,HOUSING_SCRATCH
1106,B-000553,PACKAGING_QC,IND-PAN-001,2023-04-28,563,555,8,HOUSING_SCRATCH
1107,B-000554,PRODUCTION_QC,IND-PAN-001,2023-04-28,532,512,20,SOLDER_FAIL
1108,B-000554,PACKAGING_QC,IND-PAN-001,2023-04-28,512,508,4,DUST_CONTAMINATION
1109,B-000555,PRODUCTION_QC,OUT-STR-001,2023-04-28,253,242,11,COLOR_CONTAMINATION
1110,B-000555,PACKAGING_QC,OUT-STR-001,2023-04-28,242,238,4,POOR_PACKAGING
1111,B-000556,PRODUCTION_QC,OUT-STR-001,2023-04-28,304,295,9,HOUSING_SCRATCH
1112,B-000556,PACKAGING_QC,OUT-STR-001,2023-04-28,295,291,4,DUST_CONTAMINATION
1113,B-000557,PRODUCTION_QC,OUT-FLD-001,2023-04-28,403,393,10,HOUSING_DAMAGE_ASSEMBLY
1114,B-000557,PACKAGING_QC,OUT-FLD-001,2023-04-28,393,392,1,HOUSING_SCRATCH
1115,B-000558,PRODUCTION_QC,OUT-FLD-001,2023-04-28,414,403,11,SOLDER_FAIL
1116,B-000558,PACKAGING_QC,OUT-FLD-001,2023-04-28,403,400,3,POOR_PACKAGING
1117,B-000559,PRODUCTION_QC,IND-PAN-001,2023-04-29,643,621,22,DRIVER_FAULT
1118,B-000559,PACKAGING_QC,IND-PAN-001,2023-04-29,621,609,12,HOUSING_DAMAGE_ASSEMBLY
1119,B-000560,PRODUCTION_QC,OUT-STR-001,2023-04-29,308,294,14,POOR_PACKAGING
1120,B-000560,PACKAGING_QC,OUT-STR-001,2023-04-29,294,292,2,POOR_PACKAGING
1121,B-000561,PRODUCTION_QC,OUT-FLD-001,2023-04-29,371,358,13,POOR_PACKAGING
1122,B-000561,PACKAGING_QC,OUT-FLD-001,2023-04-29,358,349,9,HOUSING_SCRATCH
1123,B-000562,PRODUCTION_QC,OUT-STR-001,2023-05-01,281,269,12,DUST_CONTAMINATION
1124,B-000562,PACKAGING_QC,OUT-STR-001,2023-05-01,269,264,5,POOR_PACKAGING
1125,B-000563,PRODUCTION_QC,OUT-STR-001,2023-05-01,280,270,10,DUST_CONTAMINATION
1126,B-000563,PACKAGING_QC,OUT-STR-001,2023-05-01,270,264,6,FLICKER
1127,B-000564,PRODUCTION_QC,IND-COB-001,2023-05-01,849,837,12,SOLDER_FAIL
1128,B-000564,PACKAGING_QC,IND-COB-001,2023-05-01,837,826,11,DUST_CONTAMINATION
1129,B-000565,PRODUCTION_QC,IND-COB-001,2023-05-01,898,873,25,POOR_PACKAGING
1130,B-000565,PACKAGING_QC,IND-COB-001,2023-05-01,873,860,13,SOLDER_FAIL
1131,B-000566,PRODUCTION_QC,OUT-FLD-001,2023-05-01,423,406,17,POOR_PACKAGING
1132,B-000566,PACKAGING_QC,OUT-FLD-001,2023-05-01,406,402,4,DUST_CONTAMINATION
1133,B-000567,PRODUCTION_QC,OUT-FLD-001,2023-05-01,276,269,7,FLICKER
1134,B-000567,PACKAGING_QC,OUT-FLD-001,2023-05-01,269,265,4,DRIVER_FAULT
1135,B-000568,PRODUCTION_QC,OUT-STR-001,2023-05-02,265,255,10,POOR_PACKAGING
1136,B-000568,PACKAGING_QC,OUT-STR-001,2023-05-02,255,252,3,DUST_CONTAMINATION
1137,B-000569,PRODUCTION_QC,OUT-STR-001,2023-05-02,265,256,9,HOUSING_SCRATCH
1138,B-000569,PACKAGING_QC,OUT-STR-001,2023-05-02,256,250,6,LUMEN_OUT_OF_SPEC
1139,B-000570,PRODUCTION_QC,IND-COB-001,2023-05-02,744,725,19,DRIVER_FAULT
1140,B-000570,PACKAGING_QC,IND-COB-001,2023-05-02,725,720,5,SOLDER_FAIL
1141,B-000571,PRODUCTION_QC,IND-COB-001,2023-05-02,613,593,20,POOR_PACKAGING
1142,B-000571,PACKAGING_QC,IND-COB-001,2023-05-02,593,583,10,POOR_PACKAGING
1143,B-000572,PRODUCTION_QC,OUT-FLD-001,2023-05-02,289,278,11,DRIVER_FAULT
1144,B-000572,PACKAGING_QC,OUT-FLD-001,2023-05-02,278,273,5,SOLDER_FAIL
1145,B-000573,PRODUCTION_QC,OUT-FLD-001,2023-05-02,377,361,16,POOR_PACKAGING
1146,B-000573,PACKAGING_QC,OUT-FLD-001,2023-05-02,361,354,7,HOUSING_DAMAGE_ASSEMBLY
1147,B-000574,PRODUCTION_QC,OUT-STR-001,2023-05-03,250,243,7,HOUSING_DAMAGE_ASSEMBLY
1148,B-000574,PACKAGING_QC,OUT-STR-001,2023-05-03,243,237,6,FLICKER
1149,B-000575,PRODUCTION_QC,OUT-STR-001,2023-05-03,266,258,8,FLICKER
1150,B-000575,PACKAGING_QC,OUT-STR-001,2023-05-03,258,253,5,HOUSING_SCRATCH
1151,B-000576,PRODUCTION_QC,IND-BAT-001,2023-05-03,574,559,15,HOUSING_SCRATCH
1152,B-000576,PACKAGING_QC,IND-BAT-001,2023-05-03,559,549,10,HOUSING_DAMAGE_ASSEMBLY
1153,B-000577,PRODUCTION_QC,IND-BAT-001,2023-05-03,737,721,16,SOLDER_FAIL
1154,B-000577,PACKAGING_QC,IND-BAT-001,2023-05-03,721,716,5,LUMEN_OUT_OF_SPEC
1155,B-000578,PRODUCTION_QC,OUT-FLD-001,2023-05-03,388,371,17,LUMEN_OUT_OF_SPEC
1156,B-000578,PACKAGING_QC,OUT-FLD-001,2023-05-03,371,367,4,POOR_PACKAGING
1157,B-000579,PRODUCTION_QC,OUT-FLD-001,2023-05-03,380,370,10,FLICKER
1158,B-000579,PACKAGING_QC,OUT-FLD-001,2023-05-03,370,367,3,POOR_PACKAGING
1159,B-000580,PRODUCTION_QC,OUT-STR-001,2023-05-04,279,269,10,HOUSING_SCRATCH
1160,B-000580,PACKAGING_QC,OUT-STR-001,2023-05-04,269,261,8,POOR_PACKAGING
1161,B-000581,PRODUCTION_QC,OUT-STR-001,2023-05-04,213,206,7,SOLDER_FAIL
1162,B-000581,PACKAGING_QC,OUT-STR-001,2023-05-04,206,202,4,POOR_PACKAGING
1163,B-000582,PRODUCTION_QC,IND-BAT-001,2023-05-04,839,807,32,HOUSING_SCRATCH
1164,B-000582,PACKAGING_QC,IND-BAT-001,2023-05-04,807,804,3,HOUSING_DAMAGE_ASSEMBLY
1165,B-000583,PRODUCTION_QC,IND-BAT-001,2023-05-04,751,730,21,SOLDER_FAIL
1166,B-000583,PACKAGING_QC,IND-BAT-001,2023-05-04,730,724,6,FLICKER
1167,B-000584,PRODUCTION_QC,IND-HBU-001,2023-05-04,174,168,6,FLICKER
1168,B-000584,PACKAGING_QC,IND-HBU-001,2023-05-04,168,165,3,DRIVER_FAULT
1169,B-000585,PRODUCTION_QC,IND-HBU-001,2023-05-04,275,263,12,FLICKER
1170,B-000585,PACKAGING_QC,IND-HBU-001,2023-05-04,263,256,7,POOR_PACKAGING
1171,B-000586,PRODUCTION_QC,OUT-STR-001,2023-05-05,305,293,12,HOUSING_SCRATCH
1172,B-000586,PACKAGING_QC,OUT-STR-001,2023-05-05,293,288,5,HOUSING_SCRATCH
1173,B-000587,PRODUCTION_QC,OUT-STR-001,2023-05-05,303,291,12,HOUSING_DAMAGE_ASSEMBLY
1174,B-000587,PACKAGING_QC,OUT-STR-001,2023-05-05,291,287,4,FLICKER
1175,B-000588,PRODUCTION_QC,OUT-FLD-001,2023-05-05,259,249,10,HOUSING_SCRATCH
1176,B-000588,PACKAGING_QC,OUT-FLD-001,2023-05-05,249,247,2,HOUSING_SCRATCH
1177,B-000589,PRODUCTION_QC,OUT-FLD-001,2023-05-05,356,343,13,HOUSING_SCRATCH
1178,B-000589,PACKAGING_QC,OUT-FLD-001,2023-05-05,343,336,7,POOR_PACKAGING
1179,B-000590,PRODUCTION_QC,IND-HBU-001,2023-05-05,242,232,10,HOUSING_SCRATCH
1180,B-000590,PACKAGING_QC,IND-HBU-001,2023-05-05,232,229,3,HOUSING_DAMAGE_ASSEMBLY
1181,B-000591,PRODUCTION_QC,IND-HBU-001,2023-05-05,241,233,8,FLICKER
1182,B-000591,PACKAGING_QC,IND-HBU-001,2023-05-05,233,231,2,HOUSING_DAMAGE_ASSEMBLY
1183,B-000592,PRODUCTION_QC,OUT-FLD-001,2023-05-06,343,333,10,HOUSING_SCRATCH
1184,B-000592,PACKAGING_QC,OUT-FLD-001,2023-05-06,333,327,6,FLICKER
1185,B-000593,PRODUCTION_QC,OUT-FLD-001,2023-05-06,370,354,16,DRIVER_FAULT
1186,B-000593,PACKAGING_QC,OUT-FLD-001,2023-05-06,354,348,6,POOR_PACKAGING
1187,B-000594,PRODUCTION_QC,IND-HBU-001,2023-05-06,335,326,9,DUST_CONTAMINATION
