order_id,customer_id,sku,order_date,promised_date,qty_ordered,unit_price_eur,priority
SO-2023-00315,2,OUT-FLD-001,2023-03-07,2023-03-12,147,48.29,VIP
SO-2023-00316,5,IND-WGL-001,2023-03-15,2023-04-03,76,25.1,Standard
SO-2023-00317,1,IND-HBU-001,2023-03-21,2023-03-27,72,83.94,Urgent
SO-2023-00318,1,IND-HBU-001,2023-03-02,2023-03-23,44,83.86,Standard
SO-2023-00319,5,IND-HBU-001,2023-03-15,2023-03-29,77,82.35,Standard
SO-2023-00320,2,IND-PAN-001,2023-03-22,2023-04-10,242,30.29,Standard
SO-2023-00321,2,IND-HBU-001,2023-03-08,2023-03-27,29,83.04,Standard
SO-2023-00322,7,IND-COB-001,2023-03-17,2023-04-04,56,14.24,Standard
SO-2023-00323,2,IND-COB-001,2023-03-06,2023-03-21,26,14.01,Standard
SO-2023-00324,5,IND-PAN-001,2023-03-27,2023-04-04,205,30.62,Urgent
SO-2023-00325,2,IND-PAN-001,2023-03-14,2023-03-23,173,30.67,Urgent
SO-2023-00326,7,IND-COB-001,2023-03-23,2023-04-01,24,14.1,Urgent
SO-2023-00327,3,IND-BAT-001,2023-03-30,2023-04-15,250,18.74,Standard
SO-2023-00328,2,IND-BAT-001,2023-03-15,2023-03-31,463,18.54,Standard
SO-2023-00329,2,OUT-FLD-001,2023-03-08,2023-03-25,143,47.64,Standard
SO-2023-00330,1,IND-WGL-001,2023-03-24,2023-04-03,24,26.22,Urgent
SO-2023-00331,1,IND-BAT-001,2023-03-28,2023-04-18,251,18.35,Standard
SO-2023-00332,1,OUT-FLD-001,2023-03-28,2023-03-31,106,48.49,VIP
SO-2023-00333,2,OUT-FLD-001,2023-03-02,2023-03-16,125,48.67,Standard
SO-2023-00334,5,IND-PAN-001,2023-03-31,2023-04-14,130,29.55,Standard
SO-2023-00335,2,OUT-STR-001,2023-03-27,2023-04-11,169,97.05,Standard
SO-2023-00336,1,OUT-FLD-001,2023-03-27,2023-04-15,82,48.09,Standard
SO-2023-00337,7,IND-BLB-001,2023-03-01,2023-03-10,116,3.89,Urgent
SO-2023-00338,6,IND-BLB-001,2023-03-23,2023-04-10,378,3.96,Standard
SO-2023-00339,7,IND-HBU-001,2023-03-22,2023-03-28,37,83.35,VIP
SO-2023-00340,2,IND-EPL-001,2023-03-08,2023-03-23,158,36.49,Standard
SO-2023-00341,1,OUT-FLD-001,2023-03-22,2023-03-27,160,48.04,Urgent
SO-2023-00342,2,OUT-STR-001,2023-03-28,2023-04-13,195,97.22,Standard
SO-2023-00343,1,IND-EPL-001,2023-03-06,2023-03-20,452,36.11,Standard
SO-2023-00344,7,IND-WGL-001,2023-03-30,2023-04-05,16,26.01,Urgent
SO-2023-00345,7,IND-WGL-001,2023-03-10,2023-03-14,68,26.28,VIP
SO-2023-00346,4,OUT-FLD-001,2023-03-22,2023-04-07,76,48.76,Standard
SO-2023-00347,2,OUT-STR-001,2023-03-03,2023-03-18,121,97.75,Standard
SO-2023-00348,3,IND-BLB-001,2023-03-27,2023-04-10,177,3.91,Standard
SO-2023-00349,2,IND-WGL-001,2023-03-20,2023-04-10,56,25.97,Standard
SO-2023-00350,5,OUT-STR-001,2023-03-20,2023-04-03,52,95.1,Standard
SO-2023-00351,1,IND-PAN-001,2023-03-23,2023-03-29,130,30.28,VIP
SO-2023-00352,2,IND-BLB-001,2023-03-17,2023-04-05,183,3.96,Standard
SO-2023-00353,4,IND-HBU-001,2023-03-16,2023-04-01,59,83.48,Standard
SO-2023-00354,2,IND-EPL-001,2023-03-24,2023-04-13,233,36.63,Standard
SO-2023-00355,2,IND-COB-001,2023-03-31,2023-04-20,45,14.16,Standard
SO-2023-00356,3,OUT-FLD-001,2023-03-20,2023-03-28,90,48.57,Urgent
SO-2023-00357,2,IND-COB-001,2023-03-22,2023-03-31,83,14.39,Urgent
SO-2023-00358,6,IND-BAT-001,2023-03-17,2023-04-05,358,18.16,Standard
SO-2023-00359,5,IND-COB-001,2023-03-14,2023-04-03,22,13.72,Standard
SO-2023-00360,2,IND-PAN-001,2023-03-01,2023-03-16,325,30.21,Standard
SO-2023-00361,6,OUT-FLD-001,2023-03-15,2023-04-03,141,47.12,Standard
SO-2023-00362,6,OUT-FLD-001,2023-03-28,2023-04-12,24,45.84,Standard
SO-2023-00363,3,IND-COB-001,2023-03-28,2023-04-15,11,14.11,Standard
SO-2023-00364,5,IND-BAT-001,2023-03-21,2023-04-05,316,18.19,Standard
SO-2023-00365,1,OUT-FLD-001,2023-03-06,2023-03-26,151,47.5,Standard
SO-2023-00366,1,IND-BAT-001,2023-03-30,2023-04-15,148,18.89,Standard
SO-2023-00367,5,IND-COB-001,2023-03-17,2023-04-06,10,13.57,Standard
SO-2023-00368,6,IND-BAT-001,2023-03-06,2023-03-21,269,17.79,Standard
SO-2023-00369,2,IND-EPL-001,2023-03-21,2023-04-08,312,35.69,Standard
SO-2023-00370,4,IND-WGL-001,2023-03-27,2023-04-04,20,26.45,Urgent
SO-2023-00371,4,IND-BAT-001,2023-03-07,2023-03-21,72,18.37,Standard
SO-2023-00372,5,IND-WGL-001,2023-03-13,2023-03-19,53,25.64,VIP
SO-2023-00373,5,IND-WGL-001,2023-03-16,2023-03-26,54,25.02,Urgent
SO-2023-00374,4,IND-BLB-001,2023-03-13,2023-03-27,254,3.91,Standard
SO-2023-00375,1,IND-COB-001,2023-03-07,2023-03-27,14,14.24,Standard
SO-2023-00376,2,IND-BAT-001,2023-03-09,2023-03-27,282,18.57,Standard
SO-2023-00377,1,IND-BAT-001,2023-03-08,2023-03-28,100,18.44,Standard
SO-2023-00378,3,OUT-STR-001,2023-03-08,2023-03-14,113,97.76,Urgent
SO-2023-00379,5,IND-WGL-001,2023-03-29,2023-04-16,59,25.64,Standard
SO-2023-00380,5,IND-EPL-001,2023-03-08,2023-03-29,69,35.99,Standard
SO-2023-00381,1,OUT-STR-001,2023-03-15,2023-04-02,53,97.14,Standard
SO-2023-00382,1,IND-PAN-001,2023-03-21,2023-04-05,384,30.59,Standard
SO-2023-00383,5,IND-BLB-001,2023-03-07,2023-03-14,417,3.8,Urgent
SO-2023-00384,5,IND-WGL-001,2023-03-31,2023-04-18,21,26.19,Standard
SO-2023-00385,7,IND-BAT-001,2023-03-03,2023-03-20,119,18.57,Standard
SO-2023-00386,6,IND-BLB-001,2023-03-10,2023-03-17,332,3.73,Urgent
SO-2023-00387,1,IND-WGL-001,2023-03-29,2023-04-14,54,26.51,Standard
SO-2023-00388,3,IND-COB-001,2023-03-09,2023-03-17,38,14.29,Urgent
SO-2023-00389,1,IND-WGL-001,2023-03-30,2023-04-16,83,26.65,Standard
SO-2023-00390,2,IND-BLB-001,2023-03-21,2023-04-05,103,4.0,Standard
SO-2023-00391,6,OUT-FLD-001,2023-03-03,2023-03-17,34,47.8,Standard
SO-2023-00392,3,OUT-FLD-001,2023-03-01,2023-03-22,39,48.24,Standard
SO-2023-00393,5,IND-EPL-001,2023-03-09,2023-03-25,219,35.04,Standard
SO-2023-00394,6,IND-BLB-001,2023-03-17,2023-03-25,161,3.99,Urgent
SO-2023-00395,7,IND-PAN-001,2023-03-23,2023-04-12,286,30.22,Standard
SO-2023-00396,3,IND-PAN-001,2023-03-16,2023-03-23,90,30.73,VIP
SO-2023-00397,3,IND-COB-001,2023-03-22,2023-04-08,78,14.18,Standard
SO-2023-00398,7,OUT-STR-001,2023-03-24,2023-04-13,86,97.28,Standard
SO-2023-00399,2,IND-BLB-001,2023-03-31,2023-04-07,319,4.0,Urgent
SO-2023-00400,1,IND-BAT-001,2023-03-06,2023-03-22,164,18.51,Standard
SO-2023-00401,5,IND-BLB-001,2023-05-02,2023-05-08,448,3.98,Urgent
SO-2023-00402,7,IND-BAT-001,2023-04-04,2023-04-14,389,18.8,Urgent
SO-2023-00403,2,IND-BAT-001,2023-04-25,2023-05-16,77,18.86,Standard
SO-2023-00404,4,IND-BAT-001,2023-04-06,2023-04-25,475,18.53,Standard
SO-2023-00405,5,OUT-FLD-001,2023-04-03,2023-04-17,152,46.82,Standard
SO-2023-00406,4,IND-WGL-001,2023-04-18,2023-04-25,21,26.03,Urgent
SO-2023-00407,4,IND-HBU-001,2023-04-14,2023-05-01,18,83.1,Standard
SO-2023-00408,6,IND-EPL-001,2023-04-04,2023-04-10,102,34.22,VIP
SO-2023-00409,2,IND-EPL-001,2023-04-26,2023-05-16,221,36.63,Standard
SO-2023-00410,5,IND-WGL-001,2023-04-28,2023-05-15,45,25.08,Standard
SO-2023-00411,7,IND-PAN-001,2023-04-21,2023-05-11,435,31.02,Standard
SO-2023-00412,6,IND-PAN-001,2023-04-05,2023-04-23,274,30.83,Standard
SO-2023-00413,6,IND-WGL-001,2023-04-25,2023-05-03,95,24.81,Urgent
SO-2023-00414,5,OUT-STR-001,2023-04-18,2023-04-28,140,98.06,Urgent
SO-2023-00415,2,IND-WGL-001,2023-04-21,2023-04-24,29,25.89,VIP
SO-2023-00416,2,IND-BLB-001,2023-04-06,2023-04-16,70,3.89,Urgent
SO-2023-00417,6,IND-WGL-001,2023-04-19,2023-04-28,45,26.6,Urgent
SO-2023-00418,1,IND-BAT-001,2023-04-10,2023-04-24,151,18.56,Standard
SO-2023-00419,1,IND-EPL-001,2023-04-11,2023-05-02,92,35.92,Standard
SO-2023-00420,7,IND-HBU-001,2023-04-19,2023-05-10,39,84.33,Standard
SO-2023-00421,2,OUT-STR-001,2023-04-25,2023-05-12,170,99.52,Standard
SO-2023-00422,7,OUT-FLD-001,2023-04-05,2023-04-10,192,48.37,VIP
SO-2023-00423,2,IND-EPL-001,2023-04-07,2023-04-12,220,36.47,Urgent
SO-2023-00424,3,OUT-STR-001,2023-04-06,2023-04-20,94,99.28,Standard
SO-2023-00425,7,IND-BAT-001,2023-04-28,2023-05-19,350,18.8,Standard
SO-2023-00426,5,IND-BLB-001,2023-04-04,2023-04-25,459,3.95,Standard
SO-2023-00427,5,IND-PAN-001,2023-05-01,2023-05-19,117,29.53,Standard
SO-2023-00428,5,OUT-FLD-001,2023-04-13,2023-04-19,54,48.08,VIP
SO-2023-00429,5,IND-EPL-001,2023-04-06,2023-04-27,60,35.47,Standard
SO-2023-00430,4,OUT-STR-001,2023-04-25,2023-05-05,56,98.93,Urgent
SO-2023-00431,4,IND-PAN-001,2023-04-27,2023-05-01,291,30.88,VIP
SO-2023-00432,5,OUT-FLD-001,2023-05-01,2023-05-04,167,45.21,VIP
SO-2023-00433,3,IND-EPL-001,2023-04-12,2023-04-27,349,36.56,Standard
SO-2023-00434,2,IND-EPL-001,2023-04-18,2023-05-05,86,35.86,Standard
SO-2023-00435,5,IND-BLB-001,2023-04-12,2023-05-03,239,3.94,Standard
SO-2023-00436,7,IND-PAN-001,2023-05-02,2023-05-10,440,30.28,Urgent
SO-2023-00437,6,OUT-STR-001,2023-04-26,2023-05-11,139,99.96,Standard
SO-2023-00438,3,IND-WGL-001,2023-04-24,2023-05-10,94,26.65,Standard
SO-2023-00439,7,IND-HBU-001,2023-04-28,2023-05-12,15,82.03,Standard
SO-2023-00440,1,IND-COB-001,2023-04-05,2023-04-21,28,14.23,Standard
SO-2023-00441,3,OUT-STR-001,2023-04-21,2023-05-07,26,97.53,Standard
SO-2023-00442,4,IND-HBU-001,2023-04-24,2023-05-12,86,82.08,Standard
SO-2023-00443,3,IND-COB-001,2023-04-07,2023-04-15,75,14.25,Urgent
SO-2023-00444,1,IND-EPL-001,2023-04-12,2023-04-28,129,36.1,Standard
SO-2023-00445,1,IND-EPL-001,2023-04-05,2023-04-24,102,36.54,Standard
SO-2023-00446,2,OUT-STR-001,2023-04-10,2023-04-14,40,99.43,VIP
SO-2023-00447,5,IND-PAN-001,2023-04-24,2023-04-29,384,29.42,Urgent
SO-2023-00448,1,IND-WGL-001,2023-04-14,2023-05-02,82,26.16,Standard
SO-2023-00449,6,IND-HBU-001,2023-04-26,2023-05-02,37,81.88,Urgent
SO-2023-00450,4,OUT-STR-001,2023-05-02,2023-05-20,129,99.55,Standard
SO-2023-00451,3,IND-COB-001,2023-04-24,2023-05-10,23,14.12,Standard
SO-2023-00452,2,OUT-FLD-001,2023-04-10,2023-04-17,62,47.6,Urgent
SO-2023-00453,4,IND-COB-001,2023-04-28,2023-05-18,31,14.15,Standard
SO-2023-00454,5,IND-EPL-001,2023-04-07,2023-04-22,71,35.59,Standard
SO-2023-00455,7,IND-WGL-001,2023-04-10,2023-04-25,53,26.64,Standard
SO-2023-00456,3,OUT-STR-001,2023-04-10,2023-04-17,104,97.48,Urgent
SO-2023-00457,1,IND-COB-001,2023-05-01,2023-05-16,94,14.17,Standard
SO-2023-00458,3,IND-BLB-001,2023-04-03,2023-04-23,476,3.95,Standard
SO-2023-00459,6,OUT-FLD-001,2023-04-27,2023-05-17,64,45.65,Standard
SO-2023-00460,5,IND-BLB-001,2023-04-25,2023-05-15,210,3.87,Standard
SO-2023-00461,3,IND-BAT-001,2023-04-07,2023-04-24,393,18.75,Standard
SO-2023-00462,6,IND-COB-001,2023-04-10,2023-04-27,22,13.64,Standard
SO-2023-00463,4,OUT-STR-001,2023-04-05,2023-04-10,160,98.45,Urgent
SO-2023-00464,7,IND-COB-001,2023-04-03,2023-04-17,15,14.06,Standard
SO-2023-00465,4,IND-HBU-001,2023-04-26,2023-05-15,55,82.42,Standard
SO-2023-00466,7,IND-PAN-001,2023-04-12,2023-04-28,349,30.39,Standard
SO-2023-00467,1,IND-HBU-001,2023-04-13,2023-04-30,73,83.15,Standard
SO-2023-00468,6,IND-BLB-001,2023-04-20,2023-05-09,455,3.9,Standard
SO-2023-00469,7,IND-HBU-001,2023-04-14,2023-05-05,77,83.81,Standard
SO-2023-00470,3,IND-PAN-001,2023-04-24,2023-05-11,136,30.83,Standard
SO-2023-00471,1,IND-EPL-001,2023-04-19,2023-05-04,316,36.36,Standard
SO-2023-00472,4,OUT-FLD-001,2023-04-27,2023-05-16,33,47.89,Standard
SO-2023-00473,3,IND-EPL-001,2023-04-21,2023-05-11,482,36.19,Standard
SO-2023-00474,5,IND-BLB-001,2023-04-27,2023-05-01,345,3.84,VIP
SO-2023-00475,5,IND-HBU-001,2023-04-17,2023-04-23,76,81.27,Urgent
SO-2023-00476,1,IND-WGL-001,2023-04-18,2023-05-02,84,26.27,Standard
SO-2023-00477,3,OUT-STR-001,2023-04-05,2023-04-19,39,99.11,Standard
SO-2023-00478,7,IND-HBU-001,2023-04-06,2023-04-11,76,82.26,Urgent
SO-2023-00479,3,IND-HBU-001,2023-05-01,2023-05-22,69,82.42,Standard
SO-2023-00480,4,IND-BAT-001,2023-04-05,2023-04-24,95,18.61,Standard
SO-2023-00481,7,IND-PAN-001,2023-04-24,2023-05-12,166,30.36,Standard
SO-2023-00482,5,IND-HBU-001,2023-04-25,2023-05-02,36,80.39,Urgent
SO-2023-00483,3,OUT-FLD-001,2023-04-12,2023-04-28,91,48.2,Standard
SO-2023-00484,1,IND-COB-001,2023-04-14,2023-05-05,74,14.07,Standard
SO-2023-00485,4,IND-PAN-001,2023-04-04,2023-04-22,208,30.37,Standard
SO-2023-00486,1,IND-EPL-001,2023-04-06,2023-04-24,259,36.6,Standard
SO-2023-00487,4,IND-EPL-001,2023-04-14,2023-05-03,173,35.59,Standard
SO-2023-00488,5,OUT-STR-001,2023-04-07,2023-04-17,190,95.25,Urgent
SO-2023-00489,7,IND-PAN-001,2023-04-26,2023-05-01,356,30.59,Urgent
SO-2023-00490,7,IND-HBU-001,2023-04-06,2023-04-16,37,83.8,Urgent
SO-2023-00491,2,OUT-FLD-001,2023-04-24,2023-05-08,146,47.65,Standard
SO-2023-00492,2,IND-COB-001,2023-04-24,2023-05-04,40,14.24,Urgent
SO-2023-00493,5,IND-HBU-001,2023-04-07,2023-04-12,91,82.85,Urgent
SO-2023-00494,3,IND-HBU-001,2023-04-03,2023-04-24,14,82.34,Standard
SO-2023-00495,7,IND-PAN-001,2023-04-25,2023-05-09,343,30.34,Standard
SO-2023-00496,5,IND-PAN-001,2023-05-01,2023-05-17,269,28.64,Standard
SO-2023-00497,1,IND-BAT-001,2023-04-13,2023-05-02,439,18.8,Standard
SO-2023-00498,1,IND-BLB-001,2023-04-14,2023-04-29,179,3.9,Standard
SO-2023-00499,4,IND-BAT-001,2023-04-26,2023-05-13,146,18.64,Standard
SO-2023-00500,5,IND-BAT-001,2023-04-13,2023-04-28,347,18.5,Standard
SO-2023-00501,3,IND-WGL-001,2023-04-03,2023-04-24,41,25.92,Standard
SO-2023-00502,5,IND-WGL-001,2023-04-12,2023-04-26,35,25.05,Standard
SO-2023-00503,7,OUT-FLD-001,2023-04-07,2023-04-21,101,48.86,Standard
SO-2023-00504,1,IND-COB-001,2023-04-13,2023-04-29,66,14.26,Standard
SO-2023-00505,7,IND-BAT-001,2023-04-24,2023-05-03,110,18.77,Urgent
SO-2023-00506,4,IND-WGL-001,2023-04-19,2023-05-05,22,26.59,Standard
SO-2023-00507,6,IND-COB-001,2023-04-13,2023-04-28,50,13.73,Standard
SO-2023-00508,4,IND-BAT-001,2023-04-25,2023-05-14,374,18.69,Standard
SO-2023-00509,6,IND-HBU-001,2023-04-27,2023-05-02,100,84.16,VIP
SO-2023-00510,3,IND-HBU-001,2023-05-02,2023-05-07,35,82.17,Urgent
SO-2023-00511,2,IND-BLB-001,2023-04-20,2023-05-09,227,3.93,Standard
SO-2023-00512,1,IND-WGL-001,2023-04-13,2023-05-03,83,26.04,Standard
SO-2023-00513,3,OUT-STR-001,2023-04-03,2023-04-19,117,99.1,Standard
SO-2023-00514,1,IND-HBU-001,2023-04-04,2023-04-25,61,84.44,Standard
SO-2023-00515,7,IND-PAN-001,2023-04-18,2023-04-26,198,30.58,Urgent
SO-2023-00516,6,IND-BAT-001,2023-04-27,2023-05-12,438,18.65,Standard
SO-2023-00517,1,IND-PAN-001,2023-04-24,2023-05-15,494,30.21,Standard
SO-2023-00518,5,IND-WGL-001,2023-04-18,2023-04-26,50,25.26,Urgent
SO-2023-00519,1,IND-WGL-001,2023-04-10,2023-05-01,34,25.99,Standard
SO-2023-00520,1,IND-COB-001,2023-04-17,2023-04-23,22,14.43,VIP
SO-2023-00521,3,IND-WGL-001,2023-04-24,2023-05-09,36,26.38,Standard
SO-2023-00522,5,IND-HBU-001,2023-04-21,2023-05-06,49,83.15,Standard
SO-2023-00523,2,IND-PAN-001,2023-04-27,2023-05-07,62,30.83,Urgent
SO-2023-00524,4,IND-BAT-001,2023-04-06,2023-04-13,103,18.64,VIP
SO-2023-00525,1,OUT-FLD-001,2023-04-21,2023-05-05,135,48.68,Standard
SO-2023-00526,5,IND-EPL-001,2023-04-06,2023-04-21,194,35.35,Standard
SO-2023-00527,3,IND-COB-001,2023-04-10,2023-04-28,17,14.22,Standard
SO-2023-00528,2,IND-WGL-001,2023-04-24,2023-05-14,73,26.52,Standard
SO-2023-00529,3,OUT-FLD-001,2023-04-21,2023-05-09,91,48.03,Standard
SO-2023-00530,5,OUT-FLD-001,2023-04-03,2023-04-23,25,47.26,Standard
SO-2023-00531,2,IND-PAN-001,2023-04-17,2023-05-01,233,30.4,Standard
SO-2023-00532,2,IND-HBU-001,2023-04-05,2023-04-20,84,83.25,Standard
SO-2023-00533,2,IND-PAN-001,2023-04-12,2023-04-28,235,30.72,Standard
SO-2023-00534,2,IND-BLB-001,2023-04-03,2023-04-19,441,3.94,Standard
SO-2023-00535,7,IND-WGL-001,2023-04-18,2023-05-09,30,25.96,Standard
SO-2023-00536,2,OUT-FLD-001,2023-04-12,2023-04-30,56,48.59,Standard
SO-2023-00537,1,IND-PAN-001,2023-04-03,2023-04-24,330,30.73,Standard
SO-2023-00538,1,IND-BAT-001,2023-04-25,2023-04-28,405,18.56,VIP
SO-2023-00539,2,IND-PAN-001,2023-04-10,2023-04-30,492,30.55,Standard
SO-2023-00540,4,IND-WGL-001,2023-04-19,2023-05-05,47,26.28,Standard
SO-2023-00541,3,IND-HBU-001,2023-04-17,2023-05-03,24,83.5,Standard
SO-2023-00542,1,IND-COB-001,2023-04-21,2023-05-05,65,14.11,Standard
SO-2023-00543,3,OUT-FLD-001,2023-04-20,2023-04-28,62,48.01,Urgent
SO-2023-00544,5,IND-WGL-001,2023-04-18,2023-04-28,19,24.93,Urgent
SO-2023-00545,5,IND-BLB-001,2023-04-05,2023-04-08,437,3.75,VIP
SO-2023-00546,1,IND-COB-001,2023-05-11,2023-05-15,51,14.18,VIP
SO-2023-00547,1,OUT-STR-001,2023-05-09,2023-05-15,73,97.77,VIP
SO-2023-00548,4,IND-EPL-001,2023-05-08,2023-05-26,434,36.07,Standard
SO-2023-00549,7,IND-PAN-001,2023-05-25,2023-05-28,298,30.75,VIP
SO-2023-00550,1,IND-EPL-001,2023-05-16,2023-06-06,268,36.6,Standard
SO-2023-00551,2,OUT-FLD-001,2023-05-25,2023-06-04,160,48.57,Urgent
SO-2023-00552,1,IND-PAN-001,2023-05-18,2023-06-01,286,30.34,Standard
SO-2023-00553,3,IND-COB-001,2023-05-08,2023-05-15,34,14.44,Urgent
SO-2023-00554,4,IND-HBU-001,2023-05-15,2023-06-05,82,83.13,Standard
SO-2023-00555,1,IND-BLB-001,2023-05-25,2023-06-13,162,3.9,Standard
SO-2023-00556,3,IND-PAN-001,2023-05-31,2023-06-08,473,30.61,Urgent
SO-2023-00557,5,OUT-FLD-001,2023-05-05,2023-05-23,144,46.2,Standard
SO-2023-00558,1,IND-EPL-001,2023-05-17,2023-06-01,267,36.49,Standard
SO-2023-00559,5,IND-COB-001,2023-06-01,2023-06-22,64,14.32,Standard
SO-2023-00560,5,IND-COB-001,2023-05-31,2023-06-05,68,13.49,VIP
SO-2023-00561,2,IND-WGL-001,2023-05-26,2023-06-15,99,25.98,Standard
SO-2023-00562,4,IND-BLB-001,2023-05-24,2023-05-27,483,3.94,VIP
SO-2023-00563,3,IND-PAN-001,2023-05-16,2023-06-05,493,30.36,Standard
SO-2023-00564,6,OUT-FLD-001,2023-05-25,2023-06-12,48,45.51,Standard
SO-2023-00565,2,IND-COB-001,2023-05-23,2023-05-28,48,14.02,Urgent
SO-2023-00566,7,IND-BAT-001,2023-05-18,2023-06-06,270,18.75,Standard
SO-2023-00567,4,OUT-FLD-001,2023-05-25,2023-06-14,32,48.57,Standard
SO-2023-00568,6,IND-BAT-001,2023-05-11,2023-05-30,421,17.4,Standard
SO-2023-00569,7,OUT-FLD-001,2023-05-31,2023-06-17,70,48.19,Standard
SO-2023-00570,1,IND-BAT-001,2023-05-08,2023-05-25,247,18.36,Standard
SO-2023-00571,3,IND-BAT-001,2023-05-18,2023-06-04,211,18.38,Standard
SO-2023-00572,3,IND-EPL-001,2023-05-26,2023-06-02,455,36.5,Urgent
SO-2023-00573,3,IND-BAT-001,2023-05-18,2023-05-24,160,18.82,Urgent
SO-2023-00574,5,OUT-STR-001,2023-05-17,2023-06-07,172,92.59,Standard
SO-2023-00575,2,OUT-FLD-001,2023-05-22,2023-06-12,94,48.82,Standard
SO-2023-00576,2,IND-WGL-001,2023-05-10,2023-05-15,39,26.59,Urgent
SO-2023-00577,5,IND-EPL-001,2023-05-01,2023-05-06,52,34.57,Urgent
SO-2023-00578,7,IND-BAT-001,2023-05-24,2023-06-03,175,18.73,Urgent
SO-2023-00579,4,IND-EPL-001,2023-05-17,2023-05-20,295,35.79,VIP
SO-2023-00580,5,IND-EPL-001,2023-05-11,2023-06-01,204,35.67,Standard
SO-2023-00581,7,IND-BLB-001,2023-05-12,2023-05-20,130,3.9,Urgent
SO-2023-00582,5,IND-PAN-001,2023-05-03,2023-05-19,59,30.21,Standard
SO-2023-00583,2,OUT-STR-001,2023-05-22,2023-05-26,42,98.07,VIP
SO-2023-00584,7,OUT-FLD-001,2023-05-17,2023-05-22,24,47.73,VIP
SO-2023-00585,2,OUT-STR-001,2023-05-23,2023-06-13,41,98.63,Standard
SO-2023-00586,6,IND-BAT-001,2023-05-23,2023-06-07,403,18.11,Standard
SO-2023-00587,1,IND-BLB-001,2023-05-05,2023-05-23,467,3.89,Standard
SO-2023-00588,2,IND-BAT-001,2023-05-23,2023-06-06,469,18.56,Standard
SO-2023-00589,4,IND-WGL-001,2023-05-24,2023-05-31,47,26.18,Urgent
SO-2023-00590,3,OUT-STR-001,2023-05-30,2023-06-15,49,99.5,Standard
SO-2023-00591,3,IND-HBU-001,2023-05-09,2023-05-29,99,83.68,Standard
SO-2023-00592,7,IND-PAN-001,2023-05-04,2023-05-19,220,30.96,Standard
SO-2023-00593,5,IND-PAN-001,2023-05-08,2023-05-24,170,29.42,Standard
SO-2023-00594,3,IND-PAN-001,2023-05-10,2023-05-29,160,30.68,Standard
SO-2023-00595,4,IND-EPL-001,2023-05-23,2023-06-07,378,35.82,Standard
SO-2023-00596,3,IND-HBU-001,2023-05-11,2023-05-30,43,82.54,Standard
SO-2023-00597,1,IND-EPL-001,2023-05-23,2023-06-09,251,36.16,Standard
SO-2023-00598,5,OUT-STR-001,2023-05-18,2023-06-06,129,98.19,Standard
SO-2023-00599,2,IND-WGL-001,2023-05-09,2023-05-23,38,26.44,Standard
SO-2023-00600,5,IND-COB-001,2023-05-02,2023-05-07,59,14.4,Urgent
SO-2023-00601,6,IND-BLB-001,2023-05-17,2023-06-02,268,3.86,Standard
SO-2023-00602,7,IND-BAT-001,2023-05-12,2023-05-16,105,18.47,VIP
SO-2023-00603,4,IND-COB-001,2023-05-04,2023-05-20,55,14.36,Standard
SO-2023-00604,7,OUT-STR-001,2023-05-04,2023-05-24,162,97.4,Standard
SO-2023-00605,4,IND-WGL-001,2023-05-03,2023-05-13,51,26.05,Urgent
SO-2023-00606,5,IND-BAT-001,2023-05-31,2023-06-08,223,17.67,Urgent
SO-2023-00607,1,IND-BAT-001,2023-05-29,2023-06-12,384,18.4,Standard
SO-2023-00608,5,IND-WGL-001,2023-05-11,2023-05-29,64,26.49,Standard
SO-2023-00609,3,IND-EPL-001,2023-06-01,2023-06-22,323,36.38,Standard
SO-2023-00610,3,IND-PAN-001,2023-05-02,2023-05-17,215,30.62,Standard
SO-2023-00611,6,OUT-FLD-001,2023-05-30,2023-06-17,145,48.7,Standard
SO-2023-00612,3,OUT-FLD-001,2023-05-25,2023-06-04,96,47.92,Urgent
SO-2023-00613,4,IND-HBU-001,2023-05-05,2023-05-08,58,83.72,VIP
SO-2023-00614,6,OUT-FLD-001,2023-05-01,2023-05-09,32,48.82,Urgent
SO-2023-00615,5,IND-BLB-001,2023-05-31,2023-06-21,474,3.79,Standard
SO-2023-00616,5,IND-PAN-001,2023-05-15,2023-06-02,61,30.83,Standard
SO-2023-00617,5,IND-HBU-001,2023-05-15,2023-06-04,14,81.89,Standard
SO-2023-00618,5,IND-COB-001,2023-05-05,2023-05-19,86,14.3,Standard
SO-2023-00619,5,IND-BLB-001,2023-05-29,2023-06-03,367,4.0,Urgent
SO-2023-00620,3,IND-PAN-001,2023-05-04,2023-05-21,134,30.37,Standard
SO-2023-00621,1,IND-BLB-001,2023-05-17,2023-05-26,244,3.94,Urgent
SO-2023-00622,6,IND-HBU-001,2023-05-26,2023-06-16,27,84.08,Standard
SO-2023-00623,3,IND-PAN-001,2023-05-01,2023-05-15,117,30.46,Standard
SO-2023-00624,3,IND-WGL-001,2023-05-30,2023-06-17,41,26.66,Standard
SO-2023-00625,5,IND-PAN-001,2023-05-08,2023-05-28,361,29.45,Standard
SO-2023-00626,5,IND-WGL-001,2023-05-01,2023-05-22,37,25.61,Standard
SO-2023-00627,7,IND-EPL-001,2023-05-02,2023-05-09,317,35.72,Urgent
SO-2023-00628,1,OUT-STR-001,2023-05-23,2023-06-06,51,97.75,Standard
SO-2023-00629,5,IND-HBU-001,2023-05-23,2023-05-30,52,82.1,Urgent
