prod_log_id,date,shift_id,line_id,sku,planned_units,actual_units,planned_runtime_mins,actual_runtime_mins,downtime_mins,downtime_reason,ideal_cycle_time_sec,planned_operators,actual_operators,overtime_hours
655,2023-05-19,2,2,IND-BLB-001,1950,1676,450,391,59,CLEANING_MAINTENANCE,12,6,6,0.0
656,2023-05-19,1,3,IND-HBU-001,360,299,450,370,80,CHANGEOVER,65,5,5,0.0
657,2023-05-19,2,3,IND-HBU-001,360,306,450,374,76,MANPOWER_SHORT,65,5,4,2.1
658,2023-05-20,1,1,IND-EPL-001,557,493,450,391,59,CHANGEOVER,42,8,7,1.0
659,2023-05-20,1,2,IND-BLB-001,1950,1556,450,381,69,SCHEDULE_CHANGE_MGMT,12,6,5,3.4
660,2023-05-20,1,3,IND-HBU-001,360,328,450,408,42,MATERIAL_SHORTAGE_INTERNAL,65,5,4,0.0
661,2023-05-22,1,1,IND-EPL-001,557,538,450,437,13,,42,8,7,0.0
662,2023-05-22,2,1,IND-EPL-001,557,372,450,342,108,MACHINE_FAULT,42,8,7,1.3
663,2023-05-22,1,2,IND-BLB-001,1950,1530,450,378,72,MACHINE_FAULT,12,6,5,0.0
664,2023-05-22,2,2,IND-BLB-001,1950,1696,450,414,36,SCHEDULE_CHANGE_MGMT,12,6,6,0.0
665,2023-05-22,1,3,IND-HBU-001,360,301,450,425,25,,65,5,4,4.7
666,2023-05-22,2,3,IND-HBU-001,360,283,450,371,79,MANPOWER_SHORT,65,5,4,1.9
667,2023-05-23,1,1,IND-EPL-001,557,510,450,442,8,,42,8,7,0.0
668,2023-05-23,2,1,IND-EPL-001,557,450,450,441,9,,42,8,7,0.0
669,2023-05-23,1,2,OUT-FLD-001,425,312,450,322,128,CHANGEOVER,55,6,6,0.0
670,2023-05-23,2,2,OUT-FLD-001,425,342,450,401,49,CLEANING_MAINTENANCE,55,6,5,0.0
671,2023-05-23,1,3,IND-HBU-001,360,314,450,431,19,,65,5,4,0.0
672,2023-05-23,2,3,IND-HBU-001,360,293,450,383,67,MANPOWER_SHORT,65,5,5,0.0
673,2023-05-24,1,1,IND-EPL-001,557,523,450,435,15,,42,8,7,2.3
674,2023-05-24,2,1,IND-BAT-001,836,696,450,380,70,CHANGEOVER,28,8,7,0.0
675,2023-05-24,1,2,OUT-FLD-001,425,440,450,436,14,,55,6,6,0.0
676,2023-05-24,2,2,OUT-FLD-001,425,366,450,410,40,,55,6,5,1.4
677,2023-05-24,1,3,IND-HBU-001,360,252,450,344,106,MANPOWER_SHORT,65,5,4,2.0
678,2023-05-24,2,3,IND-HBU-001,360,310,450,396,54,MATERIAL_SHORTAGE_INTERNAL,65,5,5,0.0
679,2023-05-25,1,1,IND-BAT-001,836,696,450,404,46,SCHEDULE_CHANGE_MGMT,28,8,7,1.7
680,2023-05-25,2,1,IND-BAT-001,836,657,450,379,71,MANPOWER_SHORT,28,8,7,1.6
681,2023-05-25,1,2,OUT-FLD-001,425,312,450,346,104,MANPOWER_SHORT,55,6,5,1.9
682,2023-05-25,2,2,OUT-STR-001,325,237,450,345,105,CHANGEOVER,72,6,5,3.5
683,2023-05-25,1,3,IND-HBU-001,360,321,450,425,25,,65,5,4,3.6
684,2023-05-25,2,3,OUT-FLD-001,425,342,450,358,92,CHANGEOVER,55,5,4,0.0
685,2023-05-26,1,1,IND-WGL-001,668,568,450,371,79,CHANGEOVER,35,8,7,0.0
686,2023-05-26,2,1,IND-WGL-001,668,596,450,438,12,,35,8,7,0.0
687,2023-05-26,1,2,OUT-STR-001,325,223,450,353,97,PCB_SHORTAGE_SUPPLIER,72,6,5,2.3
688,2023-05-26,2,2,OUT-STR-001,325,288,450,427,23,,72,6,6,0.0
689,2023-05-26,1,3,OUT-FLD-001,425,291,450,331,119,MANPOWER_SHORT,55,5,4,1.0
690,2023-05-26,2,3,OUT-FLD-001,425,291,450,327,123,MANPOWER_SHORT,55,5,4,2.6
691,2023-05-27,1,1,IND-WGL-001,668,557,450,386,64,MATERIAL_SHORTAGE_INTERNAL,35,8,7,0.0
692,2023-05-27,1,2,OUT-STR-001,325,265,450,413,37,SCHEDULE_CHANGE_MGMT,72,6,5,0.0
693,2023-05-27,1,3,OUT-FLD-001,425,341,450,386,64,MATERIAL_SHORTAGE_INTERNAL,55,5,4,0.0
694,2023-05-29,1,1,IND-WGL-001,668,425,450,287,163,LED_CHIP_SHORTAGE_SUPPLIER,35,8,7,2.4
695,2023-05-29,2,1,IND-WGL-001,668,545,450,389,61,QUALITY_HOLD,35,8,8,0.0
696,2023-05-29,1,2,OUT-STR-001,325,295,450,435,15,,72,6,5,3.6
697,2023-05-29,2,2,OUT-STR-001,325,253,450,387,63,QUALITY_HOLD,72,6,5,0.0
698,2023-05-29,1,3,OUT-FLD-001,425,389,450,401,49,CLEANING_MAINTENANCE,55,5,5,0.0
699,2023-05-29,2,3,OUT-FLD-001,425,307,450,334,116,MACHINE_FAULT,55,5,4,0.0
700,2023-05-30,1,1,IND-WGL-001,668,456,450,304,146,PCB_SHORTAGE_SUPPLIER,35,8,7,3.0
701,2023-05-30,2,1,IND-WGL-001,668,548,450,433,17,,35,8,7,1.7
702,2023-05-30,1,2,OUT-STR-001,325,308,450,424,26,,72,6,6,0.0
703,2023-05-30,2,2,OUT-STR-001,325,232,450,370,80,MANPOWER_SHORT,72,6,5,1.6
704,2023-05-30,1,3,OUT-FLD-001,425,380,450,430,20,,55,5,5,0.0
705,2023-05-30,2,3,OUT-FLD-001,425,365,450,368,82,MANPOWER_SHORT,55,5,4,3.0
706,2023-05-31,1,1,IND-WGL-001,668,635,450,433,17,,35,8,7,0.0
707,2023-05-31,2,1,IND-WGL-001,668,640,450,425,25,,35,8,7,2.3
708,2023-05-31,1,2,OUT-STR-001,325,225,450,327,123,LED_CHIP_SHORTAGE_SUPPLIER,72,6,5,3.5
709,2023-05-31,2,2,IND-HBU-001,360,275,450,338,112,CHANGEOVER,65,6,5,0.0
710,2023-05-31,1,3,OUT-FLD-001,425,340,450,347,103,MANPOWER_SHORT,55,5,4,0.0
711,2023-05-31,2,3,IND-EPL-001,557,443,450,371,79,CHANGEOVER,42,5,5,0.0
712,2023-06-01,1,1,IND-WGL-001,668,527,450,389,61,MACHINE_FAULT,35,8,7,2.3
713,2023-06-01,2,1,IND-BAT-001,836,654,450,374,76,CHANGEOVER,28,8,7,0.0
714,2023-06-01,1,2,IND-HBU-001,360,267,450,317,133,PCB_SHORTAGE_SUPPLIER,65,6,5,3.7
715,2023-06-01,2,2,IND-HBU-001,360,268,450,355,95,MANPOWER_SHORT,65,6,5,2.9
716,2023-06-01,1,3,IND-EPL-001,557,477,450,414,36,,42,5,4,2.9
717,2023-06-01,2,3,IND-EPL-001,557,494,450,423,27,,42,5,5,0.0
718,2023-06-02,1,1,IND-BAT-001,836,729,450,435,15,,28,8,7,1.7
719,2023-06-02,2,1,IND-BAT-001,836,771,450,430,20,,28,8,7,3.0
720,2023-06-02,1,2,OUT-FLD-001,425,347,450,375,75,CHANGEOVER,55,6,6,0.0
721,2023-06-02,2,2,OUT-FLD-001,425,340,450,369,81,MANPOWER_SHORT,55,6,5,0.0
722,2023-06-02,1,3,IND-EPL-001,557,521,450,425,25,,42,5,4,2.2
723,2023-06-02,2,3,IND-EPL-001,557,398,450,354,96,MACHINE_FAULT,42,5,4,0.0
724,2023-06-03,1,1,IND-BAT-001,836,612,450,359,91,MANPOWER_SHORT,28,8,7,2.3
725,2023-06-03,1,2,OUT-FLD-001,425,396,450,425,25,,55,6,5,3.7
726,2023-06-03,1,3,IND-EPL-001,557,469,450,427,23,,42,5,4,0.0
727,2023-06-05,1,1,IND-BAT-001,836,593,450,347,103,MACHINE_FAULT,28,8,7,0.0
728,2023-06-05,2,1,IND-BAT-001,836,808,450,447,3,,28,8,7,0.0
729,2023-06-05,1,2,OUT-FLD-001,425,370,450,426,24,,55,6,5,2.7
730,2023-06-05,2,2,OUT-STR-001,325,236,450,367,83,CHANGEOVER,72,6,5,3.2
731,2023-06-05,1,3,IND-EPL-001,557,498,450,385,65,MACHINE_FAULT,42,5,5,0.0
732,2023-06-05,2,3,IND-EPL-001,557,487,450,426,24,,42,5,5,0.0
733,2023-06-06,1,1,IND-BAT-001,836,699,450,438,12,,28,8,7,2.1
734,2023-06-06,2,1,IND-BAT-001,836,603,450,357,93,MANPOWER_SHORT,28,8,7,0.8
735,2023-06-06,1,2,OUT-STR-001,325,274,450,392,58,MACHINE_FAULT,72,6,5,0.0
736,2023-06-06,2,2,OUT-STR-001,325,258,450,412,38,,72,6,5,2.3
737,2023-06-06,1,3,OUT-FLD-001,425,267,450,283,167,CHANGEOVER,55,5,4,4.0
738,2023-06-06,2,3,OUT-FLD-001,425,325,450,368,82,MANPOWER_SHORT,55,5,4,0.0
739,2023-06-07,1,1,IND-BAT-001,836,711,450,442,8,,28,8,7,2.0
740,2023-06-07,2,1,IND-BAT-001,836,761,450,401,49,SCHEDULE_CHANGE_MGMT,28,8,7,0.0
741,2023-06-07,1,2,OUT-STR-001,325,286,450,415,35,,72,6,5,1.5
742,2023-06-07,2,2,OUT-STR-001,325,280,450,382,68,MANPOWER_SHORT,72,6,5,3.8
743,2023-06-07,1,3,OUT-FLD-001,425,356,450,417,33,,55,5,4,0.0
744,2023-06-07,2,3,IND-HBU-001,360,287,450,375,75,CHANGEOVER,65,5,4,0.0
745,2023-06-08,1,1,IND-BLB-001,1950,1483,450,372,78,CHANGEOVER,12,8,7,2.5
746,2023-06-08,2,1,IND-BLB-001,1950,1662,450,426,24,,12,8,7,0.0
747,2023-06-08,1,2,OUT-STR-001,325,291,450,412,38,,72,6,5,0.0
748,2023-06-08,2,2,IND-WGL-001,668,514,450,363,87,CHANGEOVER,35,6,6,0.0
749,2023-06-08,1,3,IND-HBU-001,360,330,450,421,29,,65,5,4,1.7
750,2023-06-08,2,3,IND-HBU-001,360,308,450,413,37,,65,5,4,0.0
751,2023-06-09,1,1,IND-BLB-001,1950,1818,450,429,21,,12,8,7,1.2
752,2023-06-09,2,1,IND-BLB-001,1950,1362,450,423,27,,12,8,7,1.5
753,2023-06-09,1,2,IND-WGL-001,668,577,450,403,47,,35,6,5,2.6
754,2023-06-09,2,2,IND-WGL-001,668,599,450,430,20,,35,6,6,0.0
755,2023-06-09,1,3,IND-WGL-001,668,377,450,264,186,CHANGEOVER,35,5,4,0.0
756,2023-06-09,2,3,IND-WGL-001,668,579,450,419,31,,35,5,4,4.1
757,2023-06-10,1,1,IND-BLB-001,1950,1831,450,431,19,,12,8,7,1.7
758,2023-06-10,1,2,IND-WGL-001,668,590,450,425,25,,35,6,5,0.0
759,2023-06-10,1,3,IND-WGL-001,668,591,450,420,30,,35,5,4,0.0
760,2023-06-12,1,1,IND-BLB-001,1950,1649,450,408,42,,12,8,6,3.3
761,2023-06-12,2,1,IND-HBU-001,360,302,450,363,87,CHANGEOVER,65,8,8,0.0
762,2023-06-12,1,2,IND-WGL-001,668,665,450,420,30,,35,6,5,0.0
763,2023-06-12,2,2,IND-WGL-001,668,635,450,430,20,,35,6,5,2.1
764,2023-06-12,1,3,IND-WGL-001,668,599,450,416,34,,35,5,4,0.0
765,2023-06-12,2,3,OUT-FLD-001,425,293,450,331,119,CHANGEOVER,55,5,4,4.3
766,2023-06-13,1,1,IND-HBU-001,360,333,450,431,19,,65,8,7,0.0
767,2023-06-13,2,1,IND-HBU-001,360,316,450,431,19,,65,8,7,2.7
768,2023-06-13,1,2,IND-WGL-001,668,560,450,383,67,MACHINE_FAULT,35,6,5,2.4
769,2023-06-13,2,2,IND-WGL-001,668,622,450,426,24,,35,6,6,0.0
770,2023-06-13,1,3,OUT-FLD-001,425,360,450,428,22,,55,5,4,2.0
771,2023-06-13,2,3,OUT-FLD-001,425,339,450,399,51,CLEANING_MAINTENANCE,55,5,4,4.1
772,2023-06-14,1,1,IND-HBU-001,360,236,450,307,143,MANPOWER_SHORT,65,8,6,0.0
773,2023-06-14,2,1,IND-HBU-001,360,350,450,433,17,,65,8,8,0.0
774,2023-06-14,1,2,IND-WGL-001,668,586,450,403,47,,35,6,5,1.7
775,2023-06-14,2,2,OUT-STR-001,325,199,450,308,142,CHANGEOVER,72,6,5,3.6
776,2023-06-14,1,3,OUT-FLD-001,425,391,450,415,35,CLEANING_MAINTENANCE,55,5,5,0.0
777,2023-06-14,2,3,OUT-FLD-001,425,338,450,401,49,MATERIAL_SHORTAGE_INTERNAL,55,5,5,0.0
778,2023-06-15,1,1,IND-HBU-001,360,260,450,339,111,LED_CHIP_SHORTAGE_SUPPLIER,65,8,7,2.3
779,2023-06-15,2,1,IND-PAN-001,616,384,450,301,149,CHANGEOVER,38,8,7,0.8
780,2023-06-15,1,2,OUT-STR-001,325,294,450,404,46,MANPOWER_SHORT,72,6,5,3.4
781,2023-06-15,2,2,OUT-STR-001,325,280,450,430,20,,72,6,5,4.2
782,2023-06-15,1,3,OUT-FLD-001,425,379,450,439,11,,55,5,5,0.0
783,2023-06-15,2,3,OUT-FLD-001,425,349,450,376,74,SCHEDULE_CHANGE_MGMT,55,5,4,1.2
784,2023-06-16,1,1,IND-PAN-001,616,497,450,391,59,MANPOWER_SHORT,38,8,7,0.0
785,2023-06-16,2,1,IND-PAN-001,616,595,450,433,17,,38,8,7,0.0
786,2023-06-16,1,2,OUT-STR-001,325,279,450,407,43,SCHEDULE_CHANGE_MGMT,72,6,6,0.0
787,2023-06-16,2,2,OUT-STR-001,325,314,450,422,28,,72,6,5,0.0
788,2023-06-16,1,3,OUT-FLD-001,425,375,450,431,19,,55,5,5,0.0
789,2023-06-16,2,3,IND-PAN-001,616,443,450,346,104,CHANGEOVER,38,5,4,0.0
790,2023-06-17,1,1,IND-PAN-001,616,451,450,344,106,MANPOWER_SHORT,38,8,7,1.8
791,2023-06-17,1,2,OUT-STR-001,325,296,450,423,27,,72,6,6,0.0
792,2023-06-17,1,3,IND-PAN-001,616,489,450,375,75,MATERIAL_SHORTAGE_INTERNAL,38,5,4,1.4
793,2023-06-19,1,1,IND-PAN-001,616,556,450,390,60,SCHEDULE_CHANGE_MGMT,38,8,7,0.7
794,2023-06-19,2,1,IND-PAN-001,616,555,450,428,22,,38,8,7,0.0
795,2023-06-19,1,2,OUT-STR-001,325,243,450,372,78,MATERIAL_SHORTAGE_INTERNAL,72,6,5,1.3
796,2023-06-19,2,2,OUT-STR-001,325,252,450,373,77,MANPOWER_SHORT,72,6,5,1.1
797,2023-06-19,1,3,IND-PAN-001,616,561,450,413,37,SCHEDULE_CHANGE_MGMT,38,5,4,2.0
798,2023-06-19,2,3,IND-PAN-001,616,409,450,309,141,MANPOWER_SHORT,38,5,4,1.3
799,2023-06-20,1,1,IND-PAN-001,616,489,450,397,53,SCHEDULE_CHANGE_MGMT,38,8,7,0.0
800,2023-06-20,2,1,IND-PAN-001,616,572,450,444,6,,38,8,7,2.1
801,2023-06-20,1,2,IND-PAN-001,616,335,450,239,211,CHANGEOVER,38,6,5,1.0
802,2023-06-20,2,2,IND-PAN-001,616,457,450,343,107,MANPOWER_SHORT,38,6,5,1.8
803,2023-06-20,1,3,IND-PAN-001,616,539,450,405,45,MATERIAL_SHORTAGE_INTERNAL,38,5,4,2.8
804,2023-06-20,2,3,IND-PAN-001,616,494,450,386,64,MACHINE_FAULT,38,5,4,4.7
805,2023-06-21,1,1,IND-PAN-001,616,551,450,425,25,,38,8,6,1.7
806,2023-06-21,2,1,IND-EPL-001,557,438,450,404,46,CHANGEOVER,42,8,7,0.0
807,2023-06-21,1,2,IND-PAN-001,616,577,450,425,25,,38,6,5,0.0
808,2023-06-21,2,2,IND-PAN-001,616,568,450,409,41,MATERIAL_SHORTAGE_INTERNAL,38,6,5,2.3
809,2023-06-21,1,3,IND-PAN-001,616,533,450,422,28,,38,5,4,0.0
810,2023-06-21,2,3,IND-PAN-001,616,530,450,433,17,,38,5,5,0.0
811,2023-06-22,1,1,IND-EPL-001,557,471,450,396,54,SCHEDULE_CHANGE_MGMT,42,8,7,0.0
812,2023-06-22,2,1,IND-EPL-001,557,514,450,442,8,,42,8,7,2.0
813,2023-06-22,1,2,IND-BLB-001,1950,1456,450,340,110,CHANGEOVER,12,6,5,1.4
814,2023-06-22,2,2,IND-BLB-001,1950,1713,450,404,46,MATERIAL_SHORTAGE_INTERNAL,12,6,5,2.5
815,2023-06-22,1,3,IND-PAN-001,616,460,450,392,58,MATERIAL_SHORTAGE_INTERNAL,38,5,4,0.0
816,2023-06-22,2,3,IND-PAN-001,616,462,450,373,77,MATERIAL_SHORTAGE_INTERNAL,38,5,4,0.0
817,2023-06-23,1,1,IND-EPL-001,557,518,450,417,33,,42,8,6,0.0
818,2023-06-23,2,1,IND-EPL-001,557,376,450,331,119,LED_CHIP_SHORTAGE_SUPPLIER,42,8,7,2.9
819,2023-06-23,1,2,IND-BLB-001,1950,1676,450,405,45,SCHEDULE_CHANGE_MGMT,12,6,5,3.2
820,2023-06-23,2,2,OUT-FLD-001,425,296,450,338,112,CHANGEOVER,55,6,5,3.3
821,2023-06-23,1,3,OUT-FLD-001,425,312,450,332,118,CHANGEOVER,55,5,4,4.9
822,2023-06-23,2,3,OUT-FLD-001,425,369,450,409,41,,55,5,4,0.0
823,2023-06-24,1,1,IND-EPL-001,557,497,450,425,25,,42,8,7,3.0
824,2023-06-24,1,2,OUT-FLD-001,425,382,450,438,12,,55,6,6,0.0
825,2023-06-24,1,3,OUT-FLD-001,425,348,450,366,84,MACHINE_FAULT,55,5,4,3.8
826,2023-06-26,1,1,IND-EPL-001,557,536,450,436,14,,42,8,7,0.0
827,2023-06-26,2,1,IND-PAN-001,616,289,450,219,231,CHANGEOVER,38,8,8,0.0
828,2023-06-26,1,2,OUT-FLD-001,425,243,450,295,155,PCB_SHORTAGE_SUPPLIER,55,6,5,3.2
829,2023-06-26,2,2,OUT-FLD-001,425,359,450,408,42,,55,6,5,0.0
830,2023-06-26,1,3,OUT-FLD-001,425,355,450,392,58,MACHINE_FAULT,55,5,5,0.0
831,2023-06-26,2,3,OUT-FLD-001,425,356,450,399,51,SCHEDULE_CHANGE_MGMT,55,5,4,2.4
832,2023-06-27,1,1,IND-PAN-001,616,336,450,264,186,LED_CHIP_SHORTAGE_SUPPLIER,38,8,7,2.0
833,2023-06-27,2,1,IND-PAN-001,616,552,450,423,27,,38,8,7,1.4
834,2023-06-27,1,2,OUT-FLD-001,425,321,450,352,98,MACHINE_FAULT,55,6,5,3.8
835,2023-06-27,2,2,IND-EPL-001,557,433,450,374,76,CHANGEOVER,42,6,5,0.0
836,2023-06-27,1,3,OUT-FLD-001,425,390,450,407,43,SCHEDULE_CHANGE_MGMT,55,5,4,3.1
837,2023-06-27,2,3,OUT-FLD-001,425,364,450,420,30,,55,5,5,0.0
838,2023-06-28,1,1,IND-PAN-001,616,379,450,273,177,PCB_SHORTAGE_SUPPLIER,38,8,7,1.0
839,2023-06-28,2,1,IND-EPL-001,557,404,450,357,93,CHANGEOVER,42,8,7,0.9
840,2023-06-28,1,2,IND-EPL-001,557,471,450,385,65,MATERIAL_SHORTAGE_INTERNAL,42,6,5,0.0
841,2023-06-28,2,2,IND-EPL-001,557,333,450,278,172,LED_CHIP_SHORTAGE_SUPPLIER,42,6,5,0.0
842,2023-06-28,1,3,OUT-FLD-001,425,331,450,363,87,MACHINE_FAULT,55,5,4,2.1
843,2023-06-28,2,3,OUT-FLD-001,425,369,450,432,18,,55,5,5,0.0
844,2023-06-29,1,1,IND-EPL-001,557,424,450,371,79,MACHINE_FAULT,42,8,6,4.0
845,2023-06-29,2,1,IND-EPL-001,557,478,450,416,34,,42,8,7,0.0
846,2023-06-29,1,2,IND-EPL-001,557,451,450,349,101,MANPOWER_SHORT,42,6,5,3.4
847,2023-06-29,2,2,IND-EPL-001,557,506,450,440,10,,42,6,5,3.0
848,2023-06-29,1,3,IND-BAT-001,836,717,450,390,60,CHANGEOVER,28,5,5,0.0
849,2023-06-29,2,3,IND-BAT-001,836,671,450,414,36,MATERIAL_SHORTAGE_INTERNAL,28,5,5,0.0
850,2023-06-30,1,1,IND-EPL-001,557,531,450,443,7,,42,8,7,0.0
851,2023-06-30,2,1,IND-EPL-001,557,462,450,388,62,SCHEDULE_CHANGE_MGMT,42,8,7,1.1
852,2023-06-30,1,2,IND-EPL-001,557,364,450,308,142,PCB_SHORTAGE_SUPPLIER,42,6,5,0.0
853,2023-06-30,2,2,OUT-FLD-001,425,303,450,315,135,CHANGEOVER,55,6,5,0.0
854,2023-06-30,1,3,IND-BAT-001,836,615,450,356,94,MANPOWER_SHORT,28,5,4,0.0
855,2023-06-30,2,3,IND-BAT-001,836,670,450,371,79,MANPOWER_SHORT,28,5,4,0.0
856,2023-07-01,1,1,IND-PAN-001,616,415,450,336,114,CHANGEOVER,38,8,7,2.8
857,2023-07-01,1,2,OUT-FLD-001,425,363,450,379,71,MANPOWER_SHORT,55,6,5,0.0
858,2023-07-01,1,3,IND-HBU-001,360,283,450,381,69,CHANGEOVER,65,5,4,0.0
859,2023-07-03,1,1,IND-PAN-001,616,507,450,420,30,,38,8,6,0.0
860,2023-07-03,2,1,IND-PAN-001,616,500,450,375,75,MANPOWER_SHORT,38,8,7,0.0
861,2023-07-03,1,2,OUT-FLD-001,425,358,450,416,34,,55,6,5,0.0
862,2023-07-03,2,2,OUT-FLD-001,425,322,450,342,108,MANPOWER_SHORT,55,6,4,2.7
863,2023-07-03,1,3,IND-HBU-001,360,317,450,401,49,,65,5,4,3.9
864,2023-07-03,2,3,IND-HBU-001,360,321,450,400,50,CLEANING_MAINTENANCE,65,5,4,2.1
865,2023-07-04,1,1,OUT-STR-001,325,246,450,336,114,CHANGEOVER,72,8,6,0.0
866,2023-07-04,2,1,OUT-STR-001,325,292,450,421,29,,72,8,6,1.9
867,2023-07-04,1,2,OUT-FLD-001,425,337,450,386,64,MANPOWER_SHORT,55,6,5,0.0
868,2023-07-04,2,2,IND-PAN-001,616,472,450,361,89,CHANGEOVER,38,6,4,5.1
869,2023-07-04,1,3,IND-HBU-001,360,315,450,419,31,,65,5,4,4.5
870,2023-07-04,2,3,IND-HBU-001,360,284,450,357,93,MACHINE_FAULT,65,5,4,0.0
871,2023-07-05,1,1,OUT-STR-001,325,278,450,397,53,MATERIAL_SHORTAGE_INTERNAL,72,8,7,2.9
872,2023-07-05,2,1,OUT-STR-001,325,259,450,425,25,,72,8,6,0.0
873,2023-07-05,1,2,IND-PAN-001,616,572,450,419,31,MANPOWER_SHORT,38,6,4,4.7
874,2023-07-05,2,2,IND-PAN-001,616,543,450,414,36,,38,6,5,1.2
875,2023-07-05,1,3,IND-HBU-001,360,276,450,381,69,MACHINE_FAULT,65,5,4,1.7
876,2023-07-05,2,3,IND-HBU-001,360,268,450,359,91,MANPOWER_SHORT,65,5,4,0.0
877,2023-07-06,1,1,OUT-STR-001,325,315,450,450,0,,72,8,7,1.6
878,2023-07-06,2,1,OUT-STR-001,325,264,450,395,55,MATERIAL_SHORTAGE_INTERNAL,72,8,6,0.0
879,2023-07-06,1,2,OUT-STR-001,325,230,450,349,101,CHANGEOVER,72,6,5,2.8
880,2023-07-06,2,2,OUT-STR-001,325,269,450,412,38,MANPOWER_SHORT,72,6,4,2.3
881,2023-07-06,1,3,IND-PAN-001,616,464,450,339,111,CHANGEOVER,38,5,4,4.2
882,2023-07-06,2,3,IND-PAN-001,616,426,450,341,109,MANPOWER_SHORT,38,5,4,3.6
883,2023-07-07,1,1,OUT-STR-001,325,291,450,410,40,,72,8,6,0.0
884,2023-07-07,2,1,IND-EPL-001,557,412,450,362,88,CHANGEOVER,42,8,5,6.5
885,2023-07-07,1,2,OUT-STR-001,325,261,450,396,54,MATERIAL_SHORTAGE_INTERNAL,72,6,5,1.9
886,2023-07-07,2,2,IND-HBU-001,360,280,450,377,73,CHANGEOVER,65,6,4,0.0
887,2023-07-07,1,3,IND-PAN-001,616,559,450,414,36,,38,5,4,2.1
888,2023-07-07,2,3,IND-PAN-001,616,415,450,360,90,MANPOWER_SHORT,38,5,3,0.0
889,2023-07-08,1,1,IND-EPL-001,557,403,450,344,106,MANPOWER_SHORT,42,8,6,0.0
890,2023-07-08,1,2,IND-HBU-001,360,262,450,350,100,MACHINE_FAULT,65,6,4,2.0
891,2023-07-08,1,3,IND-PAN-001,616,526,450,424,26,,38,5,4,0.0
892,2023-07-10,1,1,IND-EPL-001,557,474,450,386,64,MANPOWER_SHORT,42,8,7,0.0
893,2023-07-10,2,1,IND-EPL-001,557,495,450,434,16,,42,8,6,2.4
894,2023-07-10,1,2,IND-HBU-001,360,268,450,344,106,MANPOWER_SHORT,65,6,4,4.0
895,2023-07-10,2,2,IND-HBU-001,360,291,450,409,41,MANPOWER_SHORT,65,6,4,0.0
896,2023-07-10,1,3,IND-HBU-001,360,264,450,326,124,CHANGEOVER,65,5,4,0.0
897,2023-07-10,2,3,IND-HBU-001,360,320,450,437,13,,65,5,4,3.4
898,2023-07-11,1,1,IND-EPL-001,557,387,450,368,82,MANPOWER_SHORT,42,8,6,0.0
899,2023-07-11,2,1,IND-EPL-001,557,455,450,396,54,,42,8,6,0.0
900,2023-07-11,1,2,IND-HBU-001,360,313,450,394,56,MANPOWER_SHORT,65,6,4,0.0
901,2023-07-11,2,2,IND-HBU-001,360,341,450,430,20,MANPOWER_SHORT,65,6,4,0.0
902,2023-07-11,1,3,IND-HBU-001,360,332,450,419,31,,65,5,4,0.0
903,2023-07-11,2,3,IND-HBU-001,360,288,450,375,75,MATERIAL_SHORTAGE_INTERNAL,65,5,4,4.9
904,2023-07-12,1,1,IND-EPL-001,557,494,450,420,30,,42,8,7,0.0
905,2023-07-12,2,1,IND-BLB-001,1950,1520,450,366,84,CHANGEOVER,12,8,6,0.0
906,2023-07-12,1,2,IND-HBU-001,360,297,450,407,43,MANPOWER_SHORT,65,6,4,0.0
907,2023-07-12,2,2,IND-HBU-001,360,256,450,353,97,MACHINE_FAULT,65,6,4,0.0
908,2023-07-12,1,3,IND-COB-001,1064,746,450,306,144,CHANGEOVER,22,5,3,0.0
909,2023-07-12,2,3,IND-COB-001,1064,721,450,316,134,POWER_OUTAGE,22,5,4,4.1
910,2023-07-13,1,1,IND-BLB-001,1950,1806,450,428,22,,12,8,6,4.4
911,2023-07-13,2,1,IND-BLB-001,1950,1397,450,356,94,MANPOWER_SHORT,12,8,6,5.2
912,2023-07-13,1,2,IND-HBU-001,360,284,450,376,74,LED_CHIP_SHORTAGE_SUPPLIER,65,6,5,0.0
913,2023-07-13,2,2,IND-HBU-001,360,208,450,277,173,LED_CHIP_SHORTAGE_SUPPLIER,65,6,4,8.2
914,2023-07-13,1,3,IND-COB-001,1064,902,450,385,65,CLEANING_MAINTENANCE,22,5,4,0.0
915,2023-07-13,2,3,IND-COB-001,1064,775,450,381,69,SCHEDULE_CHANGE_MGMT,22,5,3,0.0
916,2023-07-14,1,1,IND-BAT-001,836,604,450,358,92,CHANGEOVER,28,8,7,0.0
917,2023-07-14,2,1,IND-BAT-001,836,742,450,425,25,,28,8,6,0.0
918,2023-07-14,1,2,IND-COB-001,1064,733,450,335,115,CHANGEOVER,22,6,4,4.2
919,2023-07-14,2,2,IND-COB-001,1064,905,450,418,32,MANPOWER_SHORT,22,6,4,3.5
920,2023-07-14,1,3,IND-COB-001,1064,915,450,418,32,MANPOWER_SHORT,22,5,3,7.7
921,2023-07-14,2,3,IND-COB-001,1064,859,450,417,33,SCHEDULE_CHANGE_MGMT,22,5,4,0.0
922,2023-07-15,1,1,IND-BAT-001,836,756,450,438,12,,28,8,7,0.0
923,2023-07-15,1,2,IND-COB-001,1064,911,450,394,56,MANPOWER_SHORT,22,6,4,3.9
924,2023-07-15,1,3,IND-COB-001,1064,971,450,436,14,,22,5,4,2.9
